frequency_khz,mean_abs_v,var_v,rms_abs_v,p95_abs_v,p99_abs_v,exceedance_probability,exceedance_threshold_v,density_scaling
64.0,0.0850172055967178,0.0029916276275891544,0.10109180419333576,0.1882367615362847,0.2811169140745091,3.6870630886198796e-06,1.0,3.4641016151377544
65.0,0.08518238985654947,0.0030032640926015803,0.10128822060967782,0.18860249632972131,0.2816631104479563,3.744491405166528e-06,1.0,3.4641016151377544
66.0,0.08534884468662493,0.0030150129118058687,0.10148614782889089,0.18897104429522496,0.28221350807435647,3.8031110265457357e-06,1.0,3.4641016151377544
67.0,0.08551648826790524,0.003026868818423887,0.10168548856202965,0.18934222427710112,0.2827678364118165,3.862917527519549e-06,1.0,3.4641016151377544
68.0,0.08568524427495545,0.0030388268935970077,0.10188615205245409,0.18971586728305473,0.28332584308353115,3.923907482716871e-06,1.0,3.4641016151377544
69.0,0.08585504142261419,0.003050882537250826,0.1020880535367857,0.19009181548047005,0.28388729237880544,3.98607837559517e-06,1.0,3.4641016151377544
70.0,0.0860258130585455,0.0030630314419636375,0.10229111376042131,0.19046992129427967,0.2844519639057925,4.049428518393405e-06,1.0,3.4641016151377544
71.0,0.08619749679608533,0.0030752695694670987,0.10249525854096003,0.19085004659404828,0.2850196513774663,4.11395698018957e-06,1.0,3.4641016151377544
72.0,0.08637003418259458,0.003087593129461336,0.10270041837385031,0.19123206195967307,0.2855901615150028,4.1796635232849155e-06,1.0,3.4641016151377544
73.0,0.086543370399199,0.0030999985604715655,0.10290652807535837,0.1916158460165773,0.28616331305494314,4.24654854591644e-06,1.0,3.4641016151377544
74.0,0.08671745398835845,0.00311248251251101,0.10311352645862751,0.19200128483252046,0.2867389358483771,4.314613030409475e-06,1.0,3.4641016151377544
75.0,0.08689223660618016,0.003125041831346516,0.10332135603916023,0.19238827136919465,0.28731687004194456,4.383858497991611e-06,1.0,3.4641016151377544
76.0,0.0870676727967926,0.003137673544190151,0.10352996276653194,0.19277670498266583,0.28789696533178405,4.4542869663821705e-06,1.0,3.4641016151377544
77.0,0.08724371978643798,0.0031503748466627426,0.1037392957795514,0.19316649096747276,0.28847908028267955,4.525900912266678e-06,1.0,3.4641016151377544
78.0,0.0874203372952323,0.0031631430908949246,0.10394930718242959,0.19355754013984558,0.28906308170563033,4.598703237990165e-06,1.0,3.4641016151377544
79.0,0.08759748736479081,0.0031759757746475503,0.10415995183981334,0.19394976845605025,0.28964884408787805,4.672697239582746e-06,1.0,3.4641016151377544
80.0,0.08777513420013403,0.003188870531347964,0.10437118718879987,0.1943430966623523,0.29023624907015505,4.747886579892224e-06,1.0,3.4641016151377544
81.0,0.08795324402447076,0.003201825120950577,0.10458297306626294,0.1947374499734925,0.29082518496651244,4.824275262160782e-06,1.0,3.4641016151377544
82.0,0.08813178494561974,0.0032148374215410823,0.10479527155001818,0.19513275777692948,0.2914155463226303,4.901867607265409e-06,1.0,3.4641016151377544
83.0,0.08831072683296654,0.003227905421612655,0.1050080468125157,0.19552895336041085,0.29200723350896535,4.980668232512642e-06,1.0,3.4641016151377544
84.0,0.08849004120397684,0.003241027212950616,0.10522126498589596,0.19592597366070172,0.29260015234549763,5.06068203209864e-06,1.0,3.4641016151377544
85.0,0.08866970111939167,0.0032542009840689588,0.10543489403736889,0.19632375903153582,0.29319421375518306,5.1419141590125506e-06,1.0,3.4641016151377544
86.0,0.08884968108632388,0.00326742501414831,0.10564890365398862,0.19672225302906174,0.29378933344353425,5.22437000927134e-06,1.0,3.4641016151377544
87.0,0.08902995696855567,0.0032806976674301137,0.10586326513599034,0.19712140221323257,0.2943854316020113,5.308055206487694e-06,1.0,3.4641016151377544
88.0,0.08921050590341026,0.0032940173880267078,0.10607795129794459,0.19752115596375058,0.29498243263314977,5.392975588547344e-06,1.0,3.4641016151377544
89.0,0.08939130622463287,0.003307382695111008,0.10629293637705703,0.19792146630931884,0.2955802648955613,5.479137194064343e-06,1.0,3.4641016151377544
90.0,0.08957233739077321,0.003320792178453137,0.10650819594800977,0.1983222877690718,0.2961788604671222,5.566546251722926e-06,1.0,3.4641016151377544
91.0,0.08975357991861009,0.0033342444942746855,0.10672370684379837,0.19872357720517136,0.2967781549248377,5.6552091685091455e-06,1.0,3.4641016151377544
92.0,0.08993501532120529,0.003347738361394091,0.10693944708207315,0.19912529368565124,0.29737808714001024,5.745132520496021e-06,1.0,3.4641016151377544
93.0,0.09011662605020956,0.0033612725576391625,0.10715539579653686,0.19952739835667713,0.29797859908747043,5.836323042629488e-06,1.0,3.4641016151377544
94.0,0.09029839544208282,0.003374845916505097,0.10737153317299637,0.19992985432347213,0.2985796356677479,5.928787621178877e-06,1.0,3.4641016151377544
95.0,0.09048030766791777,0.0033884573240383405,0.10758784038969924,0.20033262653922185,0.29918114454116046,6.022533284855136e-06,1.0,3.4641016151377544
96.0,0.09066234768658812,0.003402105715928451,0.10780429956162343,0.2007356817013387,0.2997830759728923,6.117567198038465e-06,1.0,3.4641016151377544
97.0,0.09084450120096432,0.0034157900747917615,0.1080208936884146,0.2011389881545204,0.30038538268821957,6.2138966534508455e-06,1.0,3.4641016151377544
98.0,0.09102675461696448,0.0034295094276320277,0.10823760660569455,0.20154251580008342,0.30098801973710737,6.311529066160837e-06,1.0,3.4641016151377544
99.0,0.09120909500522835,0.0034432628434647346,0.10845442293948876,0.20194623601110614,0.30159094436748224,6.41047196703326e-06,1.0,3.4641016151377544
100.0,0.09139151006521826,0.0034570494310925664,0.10867132806353963,0.20235012155294363,0.3021941159065271,6.510732997622171e-06,1.0,3.4641016151377544
101.0,0.09157398809157137,0.0034708683370211005,0.10888830805929696,0.2027541465087294,0.30279749564942443,6.612319905063835e-06,1.0,3.4641016151377544
102.0,0.09175651794253827,0.003484718743504171,0.1091053496783889,0.20315828620949408,0.30340104675499346,6.715240536414591e-06,1.0,3.4641016151377544
103.0,0.09193908901035973,0.0034985998667097194,0.10932244030739786,0.20356251716857734,0.3040047341477399,6.819502835098135e-06,1.0,3.4641016151377544
104.0,0.09212169119344393,0.003512510954997392,0.10953956793477705,0.20396681702002467,0.3046085244258559,6.925114835909518e-06,1.0,3.4641016151377544
105.0,0.09230431487021831,0.003526451287300017,0.10975672111975841,0.20437116446069364,0.3052123857747608,7.032084661462434e-06,1.0,3.4641016151377544
106.0,0.0924869508745391,0.00354042017160164,0.10997388896311275,0.20477553919580724,0.3058162878857888,7.1404205179703695e-06,1.0,3.4641016151377544
107.0,0.09266959047255328,0.0035544169435055076,0.11019106107963679,0.20517992188772455,0.30642020187968216,7.250130692249002e-06,1.0,3.4641016151377544
108.0,0.09285222534091303,0.0035684409648857503,0.11040822757224862,0.20558429410770454,0.30702410023455434,7.361223548274509e-06,1.0,3.4641016151377544
109.0,0.09303484754625235,0.0035824916226171576,0.11062537900758386,0.20598863829046624,0.30762795671802895,7.473707523519835e-06,1.0,3.4641016151377544
110.0,0.09321744952584222,0.003596568327377772,0.1108425063929931,0.20639293769135636,0.308231746323273,7.587591126734239e-06,1.0,3.4641016151377544
111.0,0.0934000240693457,0.0036106705125194347,0.11105960115484743,0.2067971763459539,0.3088354452086694,7.70288293505672e-06,1.0,3.4641016151377544
112.0,0.09358256430160272,0.0036247976330019156,0.11127665511806833,0.2072013390319535,0.3094390306408932,7.819591591018415e-06,1.0,3.4641016151377544
113.0,0.09376506366637669,0.0036389491643863785,0.11149366048680101,0.2076054112331786,0.31004248094116726,7.93772580043317e-06,1.0,3.4641016151377544
114.0,0.09394751591100219,0.0036531246018844422,0.11171060982615953,0.20800937910559075,0.3106457754345006,8.0572943301771e-06,1.0,3.4641016151377544
115.0,0.09412991507187579,0.0036673234594591705,0.11192749604497422,0.20841322944516374,0.31124889440171055,8.178306005302005e-06,1.0,3.4641016151377544
116.0,0.09431225546073879,0.0036815452689749235,0.11214431237948083,0.20881694965751293,0.31185181903406634,8.300769708036171e-06,1.0,3.4641016151377544
117.0,0.09449453165170031,0.003695789579392759,0.11236105237789006,0.20922052772916264,0.31245453139037954,8.424694375008812e-06,1.0,3.4641016151377544
118.0,0.09467673846895637,0.0037100559560087135,0.11257770988578457,0.20962395220035507,0.3130570143563962,8.55008899569576e-06,1.0,3.4641016151377544
119.0,0.09485887097516274,0.003724343979732314,0.1127942790322935,0.21002721213930675,0.31365925160635083,8.676962610643102e-06,1.0,3.4641016151377544
120.0,0.09504092446042066,0.0037386532464028076,0.11301075421699562,0.21043029711782155,0.3142612275665462,8.805324309912876e-06,1.0,3.4641016151377544
121.0,0.09522289443183947,0.003752983366140881,0.11322713009750854,0.21083319718818155,0.31486292738084193,8.93518323130671e-06,1.0,3.4641016151377544
122.0,0.09540477660364213,0.0037673339627337585,0.11344340157772341,0.2112359028612394,0.315464336877937,9.06654855858946e-06,1.0,3.4641016151377544
123.0,0.09558656688777999,0.0037817046730516148,0.11365956379664517,0.21163840508563833,0.316065442540336,9.199429521156155e-06,1.0,3.4641016151377544
124.0,0.09576826138502834,0.0037960951464935753,0.1138756121178046,0.21204069522809763,0.3166662314749085,9.333835391367451e-06,1.0,3.4641016151377544
125.0,0.09594985637653496,0.0038105050444615027,0.11409154211920877,0.2124427650546991,0.31726669138493996,9.469775484105547e-06,1.0,3.4641016151377544
126.0,0.0961313483157939,0.0038249340398599646,0.11430734958379735,0.21284460671311708,0.31786681054359467,9.607259155330894e-06,1.0,3.4641016151377544
127.0,0.09631273382102164,0.003839381816620916,0.11452303049037726,0.2132462127157379,0.318466577768706,9.746295800638904e-06,1.0,3.4641016151377544
128.0,0.09649400966791263,0.003853848069251691,0.11473858100500856,0.2136475759236204,0.31906598239882245,9.886894854815864e-06,1.0,3.4641016151377544
129.0,0.09667517278275199,0.0038683325024049375,0.1149539974728147,0.21404868953124645,0.31966501427043365,1.002906578984053e-05,1.0,3.4641016151377544
130.0,0.09685622023586571,0.0038828348304692974,0.11516927641019466,0.2144495470520192,0.32026366369631365,1.0172818114995152e-05,1.0,3.4641016151377544
131.0,0.09703714923539068,0.0038973547771797325,0.11538441449741475,0.2148501423044688,0.32086192144491943,1.0318161375089119e-05,1.0,3.4641016151377544
132.0,0.09721795712134493,0.003911892075246294,0.11559940857155782,0.21525046939912415,0.3214597787207854,1.046510514934873e-05,1.0,3.4641016151377544
133.0,0.09739864135998348,0.003926446466000462,0.11581425561981196,0.2156505227260155,0.3220572271458597,1.0613659051750268e-05,1.0,3.4641016151377544
134.0,0.0975791995384235,0.003941017699058009,0.11602895277307936,0.21605029694277408,0.3226542587417314,1.076383272879955e-05,1.0,3.4641016151377544
135.0,0.09775962935952359,0.003955605531997501,0.1162434972998874,0.21644978696329498,0.3232508659126997,1.0915635859642947e-05,1.0,3.4641016151377544
136.0,0.09793992863700533,0.003970209730053671,0.11645788660058781,0.2168489879469344,0.3238470414296408,1.1069078154846146e-05,1.0,3.4641016151377544
137.0,0.09812009529080223,0.003984830065824811,0.11667211820182627,0.2172478952882135,0.3244427784146316,1.1224169355950053e-05,1.0,3.4641016151377544
138.0,0.09830012734262555,0.003999466318993446,0.11688618975126978,0.21764650460699891,0.32503807032628457,1.1380919234360576e-05,1.0,3.4641016151377544
139.0,0.09848002291173481,0.004014118276059648,0.11710009901257754,0.2180448117391398,0.3256329109457654,1.1539337591459642e-05,1.0,3.4641016151377544
140.0,0.09865978021090249,0.004028785730086248,0.11731384386060255,0.218442812727532,0.3262272943634479,1.1699434257161911e-05,1.0,3.4641016151377544
141.0,0.09883939754256338,0.004043468480455451,0.11752742227681306,0.218840503813593,0.3268212149661822,1.1861219089359665e-05,1.0,3.4641016151377544
142.0,0.09901887329513781,0.004058166332636141,0.11774083234492058,0.21923788142912123,0.3274146674251381,1.2024701973922802e-05,1.0,3.4641016151377544
143.0,0.09919820593952167,0.004072879097961418,0.11795407224670613,0.2196349421885243,0.32800764668419724,1.2189892823810666e-05,1.0,3.4641016151377544
144.0,0.09937739402573324,0.004087606593415855,0.11816714025803322,0.2200316828813947,0.3286001479488666,1.2356801578405907e-05,1.0,3.4641016151377544
145.0,0.09955643617970905,0.004102348641431877,0.1183800347450378,0.22042810046541603,0.32919216667568396,1.2525438202848349e-05,1.0,3.4641016151377544
146.0,0.09973533110024296,0.004117105069695001,0.11859275416048863,0.22082419205958495,0.3297836985620959,1.2695812688034991e-05,1.0,3.4641016151377544
147.0,0.0999140775560586,0.00413187571095729,0.11880529704030618,0.22121995493773014,0.33037473953677804,1.2867935050175916e-05,1.0,3.4641016151377544
148.0,0.1000926743830111,0.004146660402858767,0.11901766200023531,0.2216153865223163,0.3309652857503827,1.304181532923998e-05,1.0,3.4641016151377544
149.0,0.10027112048141018,0.00416145898775633,0.11922984773266217,0.2220104843785169,0.3315553335666864,1.3217463590065037e-05,1.0,3.4641016151377544
150.0,0.10044941481345945,0.004176271312559829,0.11944185300356938,0.22240524620854496,0.33214487955412364,1.3394889920914643e-05,1.0,3.4641016151377544
