frequency_khz,mean_abs_v,var_v,rms_abs_v,p90_abs_v,p95_abs_v,p99_abs_v,exceedance_probability,exceedance_threshold_v,sample_size
49.0,0.08123856465936971,0.0025467696198413444,0.09563719991591106,0.14632383638255186,0.17698057619433621,0.23979620652167183,0.0,1.0,2048
50.0,0.08134842429908151,0.002538377029193981,0.09568669272755422,0.14656990375724388,0.1769339822183163,0.236105907501128,0.0,1.0,2048
51.0,0.08136479935161024,0.0025486660352266443,0.09575435556022734,0.14779704429815962,0.17945769263946726,0.2429967987886423,0.0,1.0,2048
52.0,0.08158443648493026,0.0025681739758107894,0.09604266891530248,0.1478570955800599,0.17978552428157313,0.24298146889051875,0.0,1.0,2048
53.0,0.08163656331779749,0.0025922255472222698,0.09621202636657762,0.148328374334374,0.1777391008543258,0.24243686381999774,0.0,1.0,2048
54.0,0.08163698822493425,0.002575583544187966,0.09612586223606018,0.14698099959171698,0.17511942035001682,0.24475371425167902,0.0,1.0,2048
55.0,0.08179115930176854,0.0026022804730197503,0.09639540555932648,0.147794096432218,0.17751972514423753,0.24333791765724003,0.0,1.0,2048
56.0,0.08197649893890667,0.002627349616984497,0.09668244926182344,0.14932028653370238,0.17525931031468306,0.24527111983697292,0.0,1.0,2048
57.0,0.08201473081657652,0.0026089519347882,0.09661970816403714,0.1495515365721487,0.17820787825382428,0.2450752507466511,0.0,1.0,2048
58.0,0.08218165462554221,0.0026140157770866063,0.09678760320453497,0.15102716032162056,0.17650940437668822,0.23632841224051726,0.0,1.0,2048
59.0,0.08238565135940036,0.0026353187688996542,0.09707066662392054,0.15056876854354084,0.17800552995955699,0.24007806032163556,0.0,1.0,2048
60.0,0.08243913028664382,0.0026239793908361393,0.09705766117754112,0.14903374995118512,0.1771251699772184,0.2430750670622411,0.0,1.0,2048
61.0,0.0826641747271853,0.0026230493243731097,0.09724410063186213,0.14946778619962456,0.1772095818946193,0.23881374440261466,0.0,1.0,2048
62.0,0.08277924624590294,0.0026625527015358514,0.09754463752854735,0.15138598264786193,0.17708698122745004,0.23885521896056722,0.0,1.0,2048
63.0,0.08278913988267987,0.0026349752384044406,0.09741158514734465,0.1503308691230345,0.17650941003275722,0.240120800660571,0.0,1.0,2048
64.0,0.0829897540158086,0.0026494003104683785,0.09765602685995779,0.14893242259372447,0.178025467209326,0.2326035033455381,0.0,1.0,2048
65.0,0.08327177982185953,0.0026595928939056636,0.09794785453804446,0.15204706339914933,0.1781085676861022,0.2365371944492592,0.0,1.0,2048
66.0,0.08342048545227286,0.0026636491572862683,0.09809498738660981,0.15142758166994347,0.17759080732237564,0.24302122183393132,0.0,1.0,2048
67.0,0.08358106810081355,0.002669165161766727,0.09825965655669451,0.15121064543006688,0.17792278274464396,0.24180534840815382,0.0,1.0,2048
68.0,0.08379801293243817,0.002691432147543097,0.09855728851266238,0.1518392706929987,0.17988023021219704,0.24371072766838928,0.0,1.0,2048
69.0,0.08397178386988229,0.002703706509375783,0.09876723644846,0.15304530618518275,0.17958391339141105,0.23917602556995088,0.0,1.0,2048
70.0,0.08405440173065255,0.0027104869746384414,0.09887178275390997,0.1523285433122761,0.18024438513424043,0.2413603997978887,0.0,1.0,2048
71.0,0.08434915844393005,0.0027233482621221543,0.09918734189563388,0.15364825287091205,0.18071860146832133,0.24439556389044542,0.0,1.0,2048
72.0,0.08466196812494635,0.002757795798009071,0.09962652580913631,0.15474597045027905,0.18130699614150558,0.24209496716647214,0.0,1.0,2048
73.0,0.08449959978114147,0.0027124945940914746,0.09926065160608485,0.1531882896679502,0.17948070524239138,0.2429802534383818,0.0,1.0,2048
74.0,0.08492149731664375,0.0027608379672695985,0.09986239869826045,0.15445345277505856,0.18301078113562735,0.24406648560273692,0.0,1.0,2048
75.0,0.08506729695501997,0.0027454204116453412,0.09990928596921755,0.15431209354824282,0.18391730661968228,0.2433623540715259,0.0,1.0,2048
76.0,0.08519494314411584,0.002758131108182106,0.10008151400489121,0.15421279585293357,0.18345687222861157,0.245564663013648,0.0,1.0,2048
77.0,0.08544246577724204,0.0027905767731466248,0.10045392840124175,0.15481393523027018,0.1837962600327746,0.24042950163755983,0.0,1.0,2048
78.0,0.08558964938573584,0.002789369859778099,0.10057314722007703,0.1551218239147722,0.1862650774506703,0.24640628202415862,0.0,1.0,2048
79.0,0.08579447653123222,0.0028354175277400767,0.10097578784544457,0.15401565814801108,0.1872056879403456,0.2432987509807511,0.0,1.0,2048
80.0,0.08598697203726621,0.002826560639722209,0.10109559832089532,0.15470642849092187,0.1871615204042085,0.24707804519822218,0.0,1.0,2048
81.0,0.0859146906849804,0.002845712172651342,0.10112885962052177,0.1549008329467344,0.18633811956186408,0.24222571717636077,0.0,1.0,2048
82.0,0.08604644848420624,0.0028437393818912266,0.10123107565681788,0.15486312237184335,0.18629467169768152,0.24747266135207774,0.0,1.0,2048
83.0,0.08639017983140278,0.0028944946988842964,0.10177307045670976,0.15620791545717913,0.18622938866627842,0.2499254589163874,0.0,1.0,2048
84.0,0.08652392759415631,0.0029274401257730715,0.10204817574112668,0.15619116826278578,0.1859761871960558,0.24830754488020276,0.0,1.0,2048
85.0,0.08664885797519371,0.0029180154817939094,0.10210798240196112,0.15705265537807,0.1871537041487783,0.24878312036248085,0.0,1.0,2048
86.0,0.08675619380252625,0.0029396343735298056,0.10230479723175888,0.15590849498599949,0.18721312559960201,0.24926896119234032,0.0,1.0,2048
87.0,0.08698917410929387,0.002983512686834091,0.1027162552814847,0.15828602331132086,0.18855038873084173,0.2499997712949704,0.0,1.0,2048
88.0,0.08701753685712071,0.002986513513867415,0.1027548793709952,0.15724364910944533,0.18914489904136916,0.25281891613142377,0.0,1.0,2048
89.0,0.08709518474618036,0.002995713507801206,0.10286537179134918,0.1580015439705965,0.18757636697457386,0.2551244417746595,0.0,1.0,2048
90.0,0.08743345918473419,0.0030311909434523688,0.10332376652281386,0.15887580056553485,0.19169323360203672,0.2586924907202265,0.0,1.0,2048
91.0,0.08752715056378081,0.0030270060233565585,0.10338282308571049,0.1593894099746131,0.19077547557462743,0.26041373797951495,0.0,1.0,2048
92.0,0.08762644348672098,0.003033136530743062,0.10349652230328596,0.1591348844509426,0.19435675708278988,0.25919063934305614,0.0,1.0,2048
93.0,0.08775980822420743,0.0030514542212997605,0.10369782138911804,0.16037173796061752,0.19420255827038171,0.2581661800941267,0.0,1.0,2048
94.0,0.087936533783968,0.003087105584557584,0.10401893846072709,0.15971839179058575,0.19254326274802636,0.25510545534096163,0.0,1.0,2048
95.0,0.08799412400884339,0.0030997519443524877,0.10412837175542598,0.15933600035449433,0.19345654159172587,0.25823602235615406,0.0,1.0,2048
96.0,0.08814145445365082,0.003094497580119087,0.10422770060460937,0.15887732730478898,0.1945506703640687,0.25792246878662767,0.0,1.0,2048
97.0,0.08828719955282935,0.0031156866195117335,0.10445245915914496,0.15964068487159186,0.19663593876337598,0.2580027535601022,0.0,1.0,2048
98.0,0.08839409320687812,0.0031200817165141725,0.1045638438007155,0.1592718068087266,0.19456705317661052,0.25903615426908944,0.0,1.0,2048
99.0,0.08863078203874339,0.003157436017583422,0.10494213425684967,0.16116649761492785,0.19419458592880257,0.25851314595764285,0.0,1.0,2048
100.0,0.08868366893130374,0.00317159331772338,0.10505420721151756,0.15977096104013613,0.19473151014908863,0.2606430813279899,0.0,1.0,2048
101.0,0.08889575744791926,0.003193938141324065,0.10533942202975749,0.16149129735962853,0.1930023733784743,0.26917396474965777,0.0,1.0,2048
102.0,0.08893650503050218,0.0032096507213555743,0.10544834113629344,0.1616470638478737,0.19397508924626095,0.26628099011700795,0.0,1.0,2048
103.0,0.08905038035426188,0.003234127495239077,0.10566029403933054,0.16303277209197423,0.19806384931970222,0.2732333719059755,0.0,1.0,2048
104.0,0.08923390244904499,0.0032328588548968464,0.10580901757970596,0.16263661372527347,0.19633352047811495,0.27023721118146093,0.0,1.0,2048
105.0,0.08933403309908554,0.0032526807411093167,0.10598702850282117,0.16407290095102928,0.19806892350897107,0.27139175890060235,0.0,1.0,2048
106.0,0.08943155321187407,0.0032888769722762157,0.10623972741947561,0.16381026249675035,0.1971243776357831,0.27562320019706876,0.0,1.0,2048
107.0,0.08948233844109744,0.0032816111930778023,0.10624829450849979,0.16404462184327703,0.19581654807005405,0.275237832136378,0.0,1.0,2048
108.0,0.08947063132249325,0.003289614065870533,0.10627609296128666,0.164692930555837,0.19677096848168363,0.27212911558022435,0.0,1.0,2048
109.0,0.08963555480787888,0.0032978267295695907,0.10645355520266032,0.16516303157645268,0.19808527474774473,0.2723684477419576,0.0,1.0,2048
110.0,0.08973442043223966,0.003338332528483859,0.10672674800064794,0.16410708764531415,0.19808765010321563,0.2753308374583998,0.0,1.0,2048
111.0,0.08992507816349932,0.003335542064230273,0.1068740461802665,0.1664116960315971,0.19616446113308206,0.2765615789617505,0.0,1.0,2048
112.0,0.08996513304404051,0.0033584595276217612,0.10701488070008615,0.16524832313364102,0.19798503838035753,0.2736686377254999,0.0,1.0,2048
113.0,0.09010369497449522,0.003398963832952634,0.10732026686982057,0.166985456910155,0.1974338570096281,0.27372834451765604,0.0,1.0,2048
114.0,0.09007434878086308,0.0033965920085322534,0.10728457632310817,0.16636482081183848,0.1973918601996372,0.2841564288579994,0.0,1.0,2048
115.0,0.09007277266980271,0.003376985435828979,0.10719183650005693,0.1659700797596119,0.19854874421512056,0.27562765664188094,0.0,1.0,2048
116.0,0.09029523605833306,0.0034502307682213844,0.10771935955552035,0.16550797834544623,0.19750406889910416,0.27207337755253885,0.0,1.0,2048
117.0,0.090388947513413,0.003460178249536247,0.10784405445882855,0.16711983906889516,0.19960269775406675,0.27766815723174365,0.0,1.0,2048
118.0,0.09044751952917815,0.0034894968771641034,0.10802893439326876,0.16555873896454637,0.20003913822630665,0.2811628079992615,0.0,1.0,2048
119.0,0.09060273347598624,0.003514235285537474,0.10827322198428416,0.16764590429595483,0.20339238718142827,0.28311797468082595,0.0,1.0,2048
120.0,0.09062839137269996,0.0035363269079013325,0.1083966430785779,0.1681389434140524,0.20016130522752218,0.2839172801848846,0.0,1.0,2048
121.0,0.09060144467615638,0.0035350444144240335,0.1083681973266634,0.16811307800740055,0.2012983280034531,0.2791482828768522,0.0,1.0,2048
122.0,0.09066903746972846,0.003588524375874731,0.10867105746960298,0.16889012039004359,0.20430206932531803,0.28115536788956735,0.0,1.0,2048
123.0,0.09071204589309868,0.0036034047054412034,0.10877536474566676,0.16783033136491649,0.20121095578630022,0.28178403481946535,0.0,1.0,2048
124.0,0.09068116207650695,0.0035844504964919937,0.10866242980919263,0.16775179143354038,0.20098860979345207,0.2836469511502223,0.0,1.0,2048
125.0,0.09083076769695352,0.0036196314578751817,0.10894888626458334,0.16943535053692754,0.20169322083196445,0.27880635822420197,0.0,1.0,2048
126.0,0.09099234537101789,0.0036839414097441995,0.10937800659119182,0.17031605540196096,0.20181156591378085,0.28218973889662063,0.0,1.0,2048
127.0,0.0908776637274539,0.0036648271535413084,0.10919513230039835,0.1712378652622899,0.19818528028690113,0.28438293448180185,0.0,1.0,2048
128.0,0.09099258094273924,0.003695715566566736,0.10943201246978733,0.17020567755081653,0.20233005269790094,0.282451034769291,0.0,1.0,2048
129.0,0.09101031751986133,0.0036621612304311886,0.10929336267814788,0.17064239234422207,0.201503969801399,0.2878347683455481,0.0,1.0,2048
130.0,0.09119018596058086,0.003693724855782875,0.10958729338435269,0.17155835269372327,0.20178080262980586,0.2833778887073624,0.0,1.0,2048
131.0,0.09114877734864879,0.0037156498804135187,0.10965285902596006,0.1707820760161525,0.20017089566160348,0.2894822069440144,0.0,1.0,2048
132.0,0.09126586882374926,0.003707381011553855,0.10971253266472186,0.17056249475590343,0.20404531057174924,0.28827206961889446,0.0,1.0,2048
133.0,0.0913849872869822,0.00371695755732253,0.10985523864961756,0.17309109565081826,0.20260443335244088,0.2870573584898642,0.0,1.0,2048
134.0,0.09160298823534054,0.003755917072895692,0.11021354057709801,0.17114282583307466,0.20380014101453786,0.2832081190264727,0.0,1.0,2048
135.0,0.09171673669298831,0.003775950158879808,0.11039886751453003,0.17274861361038177,0.203580937161916,0.2846303663216082,0.0,1.0,2048
136.0,0.09183662799849521,0.0037935964870999006,0.11057831039238163,0.17187022638829635,0.20528141483925022,0.29527576324280036,0.0,1.0,2048
137.0,0.09211084217173825,0.003810717950000986,0.11088338557055272,0.17254095791327306,0.20753836297532477,0.28072894002950305,0.0,1.0,2048
138.0,0.09204744173760707,0.003798239934967685,0.11077441701677267,0.17173154017637493,0.20625996246254374,0.2822578840530547,0.0,1.0,2048
139.0,0.09229545058742898,0.0038430365814742353,0.111182223312051,0.17237956573900606,0.20838843813576863,0.284452196714609,0.0,1.0,2048
140.0,0.09218143095558473,0.0038161631689165145,0.1109665687580532,0.1720974356113677,0.20962725563746543,0.28833076331239,0.0,1.0,2048
141.0,0.09247744096163044,0.0038478485298080655,0.11135495326486337,0.17070030057941213,0.21046135481579464,0.28367237085288477,0.0,1.0,2048
142.0,0.09271465227540453,0.003873300046289095,0.11166605031449026,0.1726378998556392,0.2075840917749675,0.28869911978428386,0.0,1.0,2048
143.0,0.09269902677098255,0.0038551111550489472,0.11157159458991471,0.1716269035527538,0.20914630919457072,0.28779064610147237,0.0,1.0,2048
144.0,0.09270673532684799,0.003876462423603022,0.11167363698995958,0.17343926939311993,0.20774406126263723,0.28805703601764543,0.0,1.0,2048
145.0,0.09315584620153945,0.003930943285103834,0.11228960311012194,0.17295168275858466,0.2107684997182276,0.2853000305700526,0.0,1.0,2048
146.0,0.09324235743842488,0.0039144481369287444,0.11228795731334562,0.17170371945995697,0.21043163133938045,0.28649357355446436,0.0,1.0,2048
147.0,0.09336310605740981,0.0038908825243644867,0.11228335627799714,0.17198591782795059,0.21049092635259917,0.2897637534980636,0.0,1.0,2048
148.0,0.09357327515272824,0.0039120875190912065,0.11255241153302491,0.17235503118911402,0.21254429371992378,0.2913202630726992,0.0,1.0,2048
149.0,0.09382642225843824,0.003913999826459906,0.1127714384952088,0.17214276561042524,0.2128547853764865,0.28910314221419214,0.0,1.0,2048
150.0,0.09399213175541979,0.003937423455610646,0.11301302707006321,0.17331240726626684,0.21218255942924547,0.2869038843743102,0.0,1.0,2048
