feeder_id,feeder_name,frequency_khz,distance_m,ztr_mag_matched_ohm,ztr_mag_resistive_ohm,relative_difference
A,urban_short,10.0,230.0,0.22660157233253508,0.18805820711588833,0.20495444366804436
A,urban_short,10.0,240.0,0.22604317512737618,0.18574502765962642,0.21695411164165973
A,urban_short,10.0,250.0,0.22548615393843616,0.1834278626694727,0.2292906358765695
A,urban_short,10.0,260.0,0.22493050537490172,0.18110676122544137,0.24197740522182185
A,urban_short,10.0,270.0,0.2243762260543152,0.1787817726201288,0.2550285343185651
A,urban_short,10.0,280.0,0.22382331260255445,0.17645294635856182,0.26845891339061867
A,urban_short,10.0,290.0,0.22327176165381152,0.17412033215822936,0.2822842621901071
A,urban_short,10.0,300.0,0.22272156985057273,0.17178397994932218,0.2965211885082509
A,urban_short,10.0,310.0,0.2221727338435982,0.1694439398751964,0.31118725170837674
A,urban_short,10.0,320.0,0.22162525029190105,0.1671002622930868,0.32630103179119924
A,urban_short,10.0,330.0,0.22107911586272772,0.16475299777509378,0.3418822045625256
A,urban_short,10.0,340.0,0.22053432723153688,0.1624021971094732,0.3579516235416295
A,urban_short,10.0,350.0,0.2199908810819798,0.16004791130226229,0.37453140932599116
A,urban_short,10.0,360.0,0.2194487741058803,0.15769019157927527,0.39164504721625154
A,urban_short,10.0,370.0,0.2189080030032138,0.15532908938851295,0.40931749400574746
A,urban_short,10.0,380.0,0.2183685644820877,0.1529646564030283,0.4275752949539823
A,urban_short,10.0,390.0,0.217830455258722,0.1505969445243033,0.446446712094936
A,urban_short,10.0,400.0,0.21729367205742783,0.14822600588619275,0.4659618651821794
A,urban_short,10.0,410.0,0.2167582116105889,0.14585189285950376,0.4861528867464736
A,urban_short,10.0,420.0,0.2162240706586411,0.14347465805728532,0.5070540929416889
A,urban_short,10.0,430.0,0.2156912459500524,0.14109435434091316,0.5287021720861893
A,urban_short,10.0,440.0,0.21515973424130308,0.13871103482706973,0.5511363930745777
A,urban_short,10.0,450.0,0.2146295322968667,0.13632475289573037,0.5743988361455435
A,urban_short,10.0,460.0,0.21410063688918957,0.13393556219928276,0.5985346488532236
A,urban_short,10.0,470.0,0.21357304479867117,0.13154351667293002,0.6235923305114268
A,urban_short,10.0,480.0,0.21304675281364552,0.12914867054654416,0.6496240488736982
A,urban_short,10.0,490.0,0.2125217577303603,0.12675107835816793,0.6766859933911186
A,urban_short,10.0,500.0,0.21199805635295807,0.12435079496939072,0.7048387700709268
A,urban_short,10.0,510.0,0.2114756454934567,0.12194787558286159,0.7341478437626612
A,urban_short,10.0,520.0,0.21095452197173004,0.11954237576224676,0.7646840346496826
A,urban_short,10.0,530.0,0.21043468261548873,0.11713435145498695,0.7965240768533709
A,urban_short,10.0,540.0,0.20991612426026013,0.11472385901827425,0.8297512484026779
A,urban_short,10.0,550.0,0.20939884374936998,0.11231095524873926,0.8644560834302101
A,urban_short,10.0,560.0,0.2088828379339224,0.10989569741642691,0.9007371793856888
A,urban_short,10.0,570.0,0.20836810367278158,0.1074781433037457,0.9387021143816112
A,urban_short,10.0,580.0,0.20785463783255173,0.10505835125020127,0.9784684925954759
A,urban_short,10.0,590.0,0.20734243728755883,0.10263638020388173,1.0201651390635957
A,urban_short,10.0,600.0,0.2068314989198308,0.10021228978084987,1.063933469359318
A,urban_short,10.0,610.0,0.2063218196190793,0.09778614033383054,1.1099290647398552
A,urban_short,10.0,620.0,0.2058133962826803,0.09535799303186487,1.158323489609367
A,urban_short,10.0,630.0,0.20530622581565525,0.09292790995295748,1.2093063958888841
A,urban_short,10.0,640.0,0.20480030513065253,0.0904959541921814,1.2630879685044165
A,urban_short,10.0,650.0,0.2042956311479283,0.08806218998825353,1.3199017782226283
A,urban_short,10.0,660.0,0.20379220079532792,0.08562668287228498,1.380008123160519
A,urban_short,10.0,670.0,0.20329001100826735,0.08318949984328214,1.443697959372739
A,urban_short,10.0,680.0,0.20278905872971423,0.08075070957608778,1.5112975451768034
A,urban_short,10.0,690.0,0.20228934091016934,0.0783103826688751,1.583173954921438
A,urban_short,10.0,700.0,0.20179085450764836,0.07586859193914669,1.6597416579116486
A,urban_short,10.0,710.0,0.20129359648766285,0.0734254127795821,1.7414704101416765
A,urban_short,10.0,720.0,0.2007975638232022,0.0709809235882104,1.8288947744342081
A,urban_short,10.0,730.0,0.20030275349471496,0.06853520629152654,1.9226256742073848
A,urban_short,10.0,740.0,0.19980916249009067,0.06608834698469436,2.0233645053395755
A,urban_short,10.0,750.0,0.19931678780464124,0.06364043672040987,2.1319204907454568
A,urban_short,10.0,760.0,0.19882562644108273,0.061191572488115076,2.249232179475362
A,urban_short,10.0,770.0,0.1983356754095174,0.05874185843914704,2.376394289856883
A,urban_short,10.0,780.0,0.19784693172741513,0.056291407432743974,2.514691508891465
A,urban_short,10.0,790.0,0.19735939241959566,0.05384034300505939,2.665641439190864
A,urban_short,10.0,800.0,0.19687305451820963,0.05138880190221216,2.831049707927414
A,urban_short,10.0,810.0,0.19638791506272213,0.048936937374719484,3.0130814390557856
A,urban_short,10.0,820.0,0.19590397109989263,0.04648492351356163,3.2143550272324126
A,urban_short,10.0,830.0,0.19542121968375886,0.044032961032281964,3.4380667368812503
A,urban_short,10.0,840.0,0.19493965787561743,0.04158128508902478,3.6881585660052383
A,urban_short,10.0,850.0,0.19445928274400695,0.039130176037717145,3.9695478639444346
A,urban_short,10.0,860.0,0.19398009136469,0.03667997446846928,4.288446739008461
A,urban_short,10.0,870.0,0.19350208082063444,0.034231102667390115,4.6528147135900495
A,urban_short,10.0,880.0,0.1930252482019972,0.031784095921762144,5.073013644218063
A,urban_short,10.0,890.0,0.19254959060610505,0.02933964934692254,5.562777500485081
A,urban_short,10.0,900.0,0.1920751051374378,0.0268986899620153,6.140686234484825
A,urban_short,10.0,910.0,0.19160178890761076,0.024462491335882863,6.832472427964
A,urban_short,10.0,920.0,0.19112963903535649,0.0220328630387943,7.674752740886444
A,urban_short,10.0,930.0,0.1906586526465077,0.019612478040288,8.721293365114608
A,urban_short,10.0,940.0,0.19018882687397987,0.01720546934651963,10.053974933409869
A,urban_short,10.0,950.0,0.18972015885775356,0.0148185888030042,11.802849271267398
A,urban_short,10.0,960.0,0.18925264574485687,0.012463638236652412,14.184382132362654
A,urban_short,10.0,970.0,0.18878628468934866,0.010163069528299061,17.575715158070437
A,urban_short,10.0,980.0,0.18832107285230032,0.007964376214136693,22.645426558081493
A,urban_short,10.0,990.0,0.18785700740177938,0.00598119598211855,30.407933791736433
A,urban_short,10.0,1000.0,0.18739408551283196,0.004507731996928009,40.57170072234548
A,urban_short,30.0,0.0,0.23943147769938045,0.2403825486440442,0.003956489146273665
A,urban_short,30.0,10.0,0.2388246951194765,0.2403076081655274,0.006170895118016668
A,urban_short,30.0,20.0,0.23821945028683475,0.24017668453236235,0.008149143408064137
A,urban_short,30.0,30.0,0.23761573930439725,0.23998965695137128,0.009891749824264535
A,urban_short,30.0,40.0,0.23701355828498302,0.23974642421312997,0.011398985144894106
A,urban_short,30.0,50.0,0.23641290335126156,0.2394469044960422,0.012670872280292057
A,urban_short,30.0,60.0,0.2358137706357286,0.23909103517643987,0.013707182865692934
A,urban_short,30.0,70.0,0.23521615628068193,0.23867877264413886,0.014507433254735077
A,urban_short,30.0,80.0,0.23462005643819467,0.2382100921229186,0.015070879880569646
A,urban_short,30.0,90.0,0.2340254672700924,0.23768498749543612,0.015396513948589131
A,urban_short,30.0,100.0,0.23343238494792742,0.2371034711321029,0.015483055421529928
A,urban_short,30.0,110.0,0.23284080565295412,0.23646557372349386,0.015328946254046641
A,urban_short,30.0,120.0,0.2322507255761047,0.23577134411588288,0.01493234282978752
A,urban_short,30.0,130.0,0.23166214091796478,0.23502084914952034,0.014291107549435994
A,urban_short,30.0,140.0,0.2310750478887485,0.2342141734993013,0.013402799513165073
A,urban_short,30.0,150.0,0.2304894427082742,0.23335141951748886,0.012264664235308673
A,urban_short,30.0,160.0,0.22990532160594054,0.23243270707818262,0.010873622322834038
A,urban_short,30.0,170.0,0.22932268082070167,0.23145817342324143,0.00922625704228134
A,urban_short,30.0,180.0,0.22874151660104305,0.2304279730093885,0.007318800692122267
A,urban_short,30.0,190.0,0.22816182520495776,0.22934227735624682,0.005147119688950407
A,urban_short,30.0,200.0,0.22758360289992208,0.22820127489506534,0.0027066982663759708
A,urban_short,30.0,210.0,0.22700684596287132,0.22700517081791813,7.379325092724496e-06
A,urban_short,30.0,220.0,0.226431550680176,0.2257541869271689,0.0030004482407479834
A,urban_short,30.0,230.0,0.22585771334761837,0.2244485614850112,0.006278284223716362
A,urban_short,30.0,240.0,0.22528533027036762,0.22308854906290335,0.009847126697860496
A,urban_short,30.0,250.0,0.22471439776295693,0.22167442039073593,0.013713703939600096
A,urban_short,30.0,260.0,0.22414491214925913,0.22020646220557608,0.017885260515226285
A,urban_short,30.0,270.0,0.22357686976246408,0.21868497709984686,0.02236958719109309
A,urban_short,30.0,280.0,0.22301026694505335,0.21711028336881044,0.02717505354741981
A,urban_short,30.0,290.0,0.2224451000487779,0.2154827148572342,0.03231064355280918
A,urban_short,30.0,300.0,0.2218813654346348,0.21380262080512838,0.03778599438624205
A,urban_short,30.0,310.0,0.2213190594728428,0.21207036569245047,0.04361143882688925
A,urban_short,30.0,320.0,0.22075817854281976,0.21028632908268793,0.04979805157002921
A,urban_short,30.0,330.0,0.22019871903315874,0.20845090546522835,0.056357699870438045
A,urban_short,30.0,340.0,0.21964067734160533,0.20656450409644644,0.06330309896347695
A,urban_short,30.0,350.0,0.21908404987503424,0.2046275488394333,0.07064787276978353
A,urban_short,30.0,360.0,0.21852883304942602,0.2026404780023114,0.07840662045286619
A,urban_short,30.0,370.0,0.2179750232898436,0.2006037441750781,0.08659498947140605
A,urban_short,30.0,380.0,0.2174226170304106,0.1985178140649342,0.0952297558509924
A,urban_short,30.0,390.0,0.21687161071428707,0.19638316833005565,0.10432891249517409
A,urban_short,30.0,400.0,0.2163220007936468,0.1942003014117777,0.11391176646509313
A,urban_short,30.0,410.0,0.21577378372965514,0.19196972136516605,0.12399904628297528
A,urban_short,30.0,420.0,0.2152269559924455,0.1896919496879582,0.1346130204602368
A,urban_short,30.0,430.0,0.2146815140610972,0.1873675211478624,0.14577762861942212
A,urban_short,30.0,440.0,0.21413745442361184,0.1849969836082132,0.15751862677454437
A,urban_short,30.0,450.0,0.21359477357689233,0.1825808978519882,0.1698637485617251
A,urban_short,30.0,460.0,0.21305346802671857,0.1801198374041977,0.1828428844770506
A,urban_short,30.0,470.0,0.21251353428772607,0.1776143883526718,0.19648828148853797
A,urban_short,30.0,480.0,0.21197496888338319,0.17506514916727434,0.21083476575250054
A,urban_short,30.0,490.0,0.21143776834596828,0.17247273051758652,0.22591999159199613
A,urban_short,30.0,500.0,0.21090192921654874,0.16983775508911478,0.24178472039910895
A,urban_short,30.0,510.0,0.2103674480449569,0.16716085739808575,0.2584731337191977
A,urban_short,30.0,520.0,0.2098343213897692,0.1644426836049147,0.27603318548310213
A,urban_short,30.0,530.0,0.20930254581828345,0.1616838913264392,0.29451699919630425
A,urban_short,30.0,540.0,0.20877211790649675,0.1588851494470388,0.313981316901406
A,urban_short,30.0,550.0,0.20824303423908377,0.15604713792877856,0.3344880079385239
A,urban_short,30.0,560.0,0.20771529140937425,0.15317054762074064,0.3561046469827191
A,urban_short,30.0,570.0,0.20718888601933141,0.1502560800677427,0.3789051725954828
A,urban_short,30.0,580.0,0.20666381467953007,0.14730444731867495,0.40297063966058316
A,urban_short,30.0,590.0,0.2061400740091347,0.14431637173473602,0.42839008167441417
A,urban_short,30.0,600.0,0.2056176606358778,0.14129258579789813,0.4552615020436307
A,urban_short,30.0,610.0,0.20509657119603775,0.13823383192000344,0.48369301745702953
A,urban_short,30.0,620.0,0.20457680233441783,0.13514086225296923,0.5138041812362567
A,urban_short,30.0,630.0,0.20405835070432415,0.13201443850068303,0.5457275205792612
A,urban_short,30.0,640.0,0.20354121296754432,0.12885533173329375,0.579610329115727
A,urban_short,30.0,650.0,0.20302538579432577,0.12566432220475915,0.6156167656203442
A,urban_short,30.0,660.0,0.20251086586335432,0.12244219917470912,0.6539303216401529
A,urban_short,30.0,670.0,0.2019976498617332,0.11918976073593282,0.6947567359352522
A,urban_short,30.0,680.0,0.2014857344849608,0.11590781364911719,0.7383274530128746
A,urban_short,30.0,690.0,0.20097511643691068,0.11259717318687815,0.7849037480128491
A,urban_short,30.0,700.0,0.20046579242980914,0.10925866298965552,0.8347816726330342
A,urban_short,30.0,710.0,0.19995775918421496,0.10589311493674455,0.888298019221175
A,urban_short,30.0,720.0,0.1994510134289975,0.10250136903665723,0.9458375561566253
A,urban_short,30.0,730.0,0.19894555190131635,0.09908427334223102,1.0078418621910925
A,urban_short,30.0,740.0,0.19844137134659978,0.09564268389755413,1.0748201875969576
A,urban_short,30.0,750.0,0.19793846851852404,0.0921774647260109,1.1473629059649022
A,urban_short,30.0,760.0,0.1974368401789926,0.08868948787182351,1.2261583071077573
A,urban_short,30.0,770.0,0.19693648309811493,0.08517963351173442,1.3120137405966272
A,urban_short,30.0,780.0,0.1964373940541861,0.08164879015946866,1.405882483629252
A,urban_short,30.0,790.0,0.19593956983366542,0.07809785499417109,1.50889822580005
A,urban_short,30.0,800.0,0.19544300723115665,0.07452773435638528,1.6224198134960715
A,urban_short,30.0,810.0,0.19494770304938652,0.07093934447332849,1.748089998529409
A,urban_short,30.0,820.0,0.19445365409918466,0.06733361250242402,1.887913582420434
A,urban_short,30.0,830.0,0.19396085719946293,0.06371147802353379,2.0443628560589593
A,urban_short,30.0,840.0,0.19346930917719485,0.06007389517492753,2.220522135510555
A,urban_short,30.0,850.0,0.19297900686739508,0.05642183573096841,2.4202894033359885
A,urban_short,30.0,860.0,0.19248994711309952,0.05275629358786833,2.648663202476451
A,urban_short,30.0,870.0,0.1920021267653443,0.04907829140735344,2.9121599644069205
A,urban_short,30.0,880.0,0.19151554268314616,0.04538889066124245,3.2194365161403073
A,urban_short,30.0,890.0,0.1910301917334817,0.041689207210361096,3.5822457301611776
A,urban_short,30.0,900.0,0.19054607079126737,0.037980436228994933,4.016953192491274
A,urban_short,30.0,910.0,0.19006317673933973,0.03426389360795658,4.547039659707683
A,urban_short,30.0,920.0,0.18958150646843475,0.03054108794082367,5.207424792324601
A,urban_short,30.0,930.0,0.18910105687716833,0.02681385288269784,6.052364227715647
A,urban_short,30.0,940.0,0.18862182487201595,0.02308460807960402,7.170891367164655
A,urban_short,30.0,950.0,0.1881438073672928,0.019356921415083644,8.719717476389818
A,urban_short,30.0,960.0,0.18766700128513425,0.01563687148016346,11.001569592945996
A,urban_short,30.0,970.0,0.18719140355547575,0.011936931964370439,14.681701471886402
A,urban_short,30.0,980.0,0.18671701111603284,0.008290067445046474,21.522978534704322
A,urban_short,30.0,990.0,0.18624382091228198,0.004825674663442486,37.59435911069509
A,urban_short,30.0,1000.0,0.18577182989744048,0.0024936980713645873,73.4965206616948
A,urban_short,80.0,0.0,0.23874554302899442,0.23960465930168923,0.003585557456180684
A,urban_short,80.0,10.0,0.2381001677331794,0.2347977246745393,0.01406505562699865
A,urban_short,80.0,20.0,0.2374565370113872,0.22960532954783924,0.034194360727642065
A,urban_short,80.0,30.0,0.23681464614769754,0.2240382705509444,0.05702764784487071
A,urban_short,80.0,40.0,0.23617449043893812,0.21810840382828106,0.08283076806559307
A,urban_short,80.0,50.0,0.23553606519464992,0.21182868585716996,0.11191770010538218
A,urban_short,80.0,60.0,0.23489936573705356,0.2052132301093246,0.14465995010123892
A,urban_short,80.0,70.0,0.2342643874010144,0.19827738487401433,0.18149827096956242
A,urban_short,80.0,80.0,0.23363112553400867,0.19103783955833933,0.22295732653876746
A,urban_short,80.0,90.0,0.232999575496089,0.18351276963000918,0.2696641000288593
A,urban_short,80.0,100.0,0.232369732659851,0.17572203448413085,0.3223710580293555
A,urban_short,80.0,110.0,0.23174159241039888,0.16768744853265635,0.38198532113313344
A,urban_short,80.0,120.0,0.23111515014531192,0.15943315471642808,0.44960532554461013
A,urban_short,80.0,130.0,0.23049040127461046,0.15098614295702087,0.5265665892281317
A,urban_short,80.0,140.0,0.22986734122072267,0.14237697619072132,0.614497985354061
A,urban_short,80.0,150.0,0.22924596541845052,0.13364081727376625,0.7153888317581517
A,urban_short,80.0,160.0,0.22862626931493682,0.12481889686706361,0.8316639151075946
A,urban_short,80.0,170.0,0.22800824836963143,0.11596063357296106,0.9662556278305545
A,urban_short,80.0,180.0,0.22739189805425844,0.10712672350782607,1.122644010834948
A,urban_short,80.0,190.0,0.2267772138527825,0.09839366564992642,1.3047948499005035
A,urban_short,80.0,200.0,0.22616419126137613,0.08986037120037063,1.5168401625792896
A,urban_short,80.0,210.0,0.22555282578838656,0.08165763487365862,1.7621768146648356
A,urban_short,80.0,220.0,0.22494311295430264,0.07396100968423812,2.041374285108501
A,urban_short,80.0,230.0,0.22433504829172254,0.06700613197655876,2.347977889101303
A,urban_short,80.0,240.0,0.22372862734532045,0.061100857862942774,2.6616282515570084
A,urban_short,80.0,250.0,0.22312384567181395,0.056618531968961126,2.9408271092958183
A,urban_short,80.0,260.0,0.22252069883993222,0.053945696642915986,3.124901756536183
A,urban_short,80.0,270.0,0.22191918243038253,0.05336999139896757,3.1581266290905847
A,urban_short,80.0,280.0,0.22131929203581857,0.05495648771695846,3.027173155163697
A,urban_short,80.0,290.0,0.22072102326080803,0.05851430986234627,2.772086243177947
A,urban_short,80.0,300.0,0.2201243717218001,0.06368678808947854,2.4563585058258894
A,urban_short,80.0,310.0,0.21952933304709357,0.07008087705884426,2.1325140646108505
A,urban_short,80.0,320.0,0.21893590287680503,0.0773507411471233,1.8304305767462878
A,urban_short,80.0,330.0,0.21834407686283636,0.08522385082132952,1.562006700689826
A,urban_short,80.0,340.0,0.2177538506688432,0.09349543171433017,1.32903198237725
A,urban_short,80.0,350.0,0.21716521997020347,0.10201340538194327,1.128791006996836
A,urban_short,80.0,360.0,0.21657818045398516,0.11066386096106634,0.9570813685072989
A,urban_short,80.0,370.0,0.2159927278189151,0.1193598126265083,0.8095933888132282
A,urban_short,80.0,380.0,0.21540885777534696,0.12803319577110187,0.6824453726864365
A,urban_short,80.0,390.0,0.21482656604523057,0.13662935189043138,0.5723310040840178
A,urban_short,80.0,400.0,0.21424584836207983,0.14510326411618363,0.4765060570280073
A,urban_short,80.0,410.0,0.21366670047094186,0.15341698273627044,0.39271869815249166
A,urban_short,80.0,420.0,0.21308911812836595,0.1615378512340441,0.319128095988053
A,urban_short,80.0,430.0,0.21251309710237187,0.16943727157337599,0.2542287486631393
A,urban_short,80.0,440.0,0.21193863317241965,0.17708983540076906,0.1967859854450983
A,urban_short,80.0,450.0,0.2113657221293781,0.1844727061148393,0.1457831707515429
A,urban_short,80.0,460.0,0.21079435977549393,0.19156517492682112,0.10037933489747526
A,urban_short,80.0,470.0,0.21022454192436127,0.19834833903335694,0.059875484457709856
A,urban_short,80.0,480.0,0.20965626440089133,0.204804866487215,0.023687903499984394
A,urban_short,80.0,490.0,0.2090895230412809,0.21091882329384343,0.00867300615466656
A,urban_short,80.0,500.0,0.20852431369298235,0.21667554561224467,0.03761952875775602
A,urban_short,80.0,510.0,0.20796063221467348,0.22206154493365302,0.06350002078564558
A,urban_short,80.0,520.0,0.20739847447622675,0.22706443754608746,0.08660961303493019
A,urban_short,80.0,530.0,0.20683783635867897,0.23167289198241708,0.10719879831958493
A,urban_short,80.0,540.0,0.20627871375420173,0.23587658983140983,0.1254803458807118
A,urban_short,80.0,550.0,0.2057211025660704,0.23966619648830753,0.14163488393280022
A,urban_short,80.0,560.0,0.20516499870863478,0.24303333928283619,0.15581541481488337
A,urban_short,80.0,570.0,0.20461039810728923,0.24597059104888988,0.16815096782598601
A,urban_short,80.0,580.0,0.20405729669844191,0.2484714576602092,0.17874954886168348
A,urban_short,80.0,590.0,0.20350569042948655,0.2505303683976525,0.18770051019733622
A,urban_short,80.0,600.0,0.20295557525877092,0.25214266826922965,0.19507643568655492
A,urban_short,80.0,610.0,0.20240694715556895,0.25330461159724454,0.20093461433936743
A,urban_short,80.0,620.0,0.20185980210004983,0.2540133563342153,0.20531815722927965
A,urban_short,80.0,630.0,0.20131413608324933,0.2542669586826297,0.20825679779131234
A,urban_short,80.0,640.0,0.20076994510704038,0.25406436768160934,0.20976740288648796
A,urban_short,80.0,650.0,0.20022722518410352,0.2534054194925172,0.2098542107540995
A,urban_short,80.0,660.0,0.19968597233789767,0.252290831170029,0.2085088014818849
A,urban_short,80.0,670.0,0.19914618260263114,0.25072219374866644,0.20570979527140335
A,urban_short,80.0,680.0,0.19860785202323264,0.24870196450978183,0.20142226292940646
A,urban_short,80.0,690.0,0.19807097665532222,0.2462334583224431,0.19559682098137948
A,urban_short,80.0,700.0,0.19753555256518207,0.24332083797506027,0.18816836975783827
A,urban_short,80.0,710.0,0.19700157582972835,0.23996910343402741,0.17905441571194494
A,urban_short,80.0,720.0,0.19646904253648195,0.23618407998201676,0.16815289772519276
A,urban_short,80.0,730.0,0.19593794878353984,0.23197240520253337,0.15533940939023377
A,urban_short,80.0,740.0,0.19540829067954657,0.22734151478948378,0.1404636726358892
A,urban_short,80.0,750.0,0.1948800643436661,0.22229962717128396,0.12334506888979548
A,urban_short,80.0,760.0,0.1943532659055525,0.21685572694885388,0.10376696691348469
A,urban_short,80.0,770.0,0.19382789150532265,0.21101954715612792,0.08146949362034982
A,urban_short,80.0,780.0,0.19330393729352705,0.2048015503608436,0.056140263816649355
A,urban_short,80.0,790.0,0.19278139943112246,0.19821290863292054,0.0274023989621026
A,urban_short,80.0,800.0,0.19226027408944266,0.19126548241832922,0.005201104028471085
A,urban_short,80.0,810.0,0.19174055745017166,0.18397179836900418,0.04222798901810576
A,urban_short,80.0,820.0,0.19122224570531482,0.17634502619553488,0.08436427060485267
A,urban_short,80.0,830.0,0.19070533505717144,0.16839895463150628,0.1324615136387063
A,urban_short,80.0,840.0,0.19018982171830637,0.16014796663042827,0.18758811441674664
A,urban_short,80.0,850.0,0.1896757019115231,0.1516070139650864,0.25110109981589335
A,urban_short,80.0,860.0,0.18916297186983497,0.14279159147709522,0.3247486768167161
A,urban_short,80.0,870.0,0.18865162783643918,0.13371771135396243,0.41082004714440473
A,urban_short,80.0,880.0,0.18814166606468727,0.12440187803521778,0.5123699821591516
A,urban_short,80.0,890.0,0.18763308281805938,0.11486106475420753,0.6335655883007658
A,urban_short,80.0,900.0,0.1871258743701358,0.10511269348856497,0.7802405034030728
A,urban_short,80.0,910.0,0.18662003700457036,0.09517462162062898,0.960817220250663
A,urban_short,80.0,920.0,0.18611556701506277,0.08506514184832385,1.1879181409809174
A,urban_short,80.0,930.0,0.1856124607053313,0.07480300927125162,1.4813501824807749
A,urban_short,80.0,940.0,0.18511071438908652,0.06440752797808987,1.8740540151153982
A,urban_short,80.0,950.0,0.18461032439000344,0.05389878076541291,2.4251298780485353
A,urban_short,80.0,960.0,0.1841112870416947,0.043298251329799524,3.2521644959592675
A,urban_short,80.0,970.0,0.18361359868768437,0.032630744608399966,4.627012220873981
A,urban_short,80.0,980.0,0.18311725568138013,0.021932053869061878,7.3492980992396575
A,urban_short,80.0,990.0,0.1826222543860477,0.01130043342661932,15.160641587061821
A,urban_short,80.0,1000.0,0.18212859117478314,0.0027127568391392518,66.1378239829899
A,urban_short,150.0,0.0,0.2387246999123183,0.23961629336380502,0.00372092164088793
A,urban_short,150.0,10.0,0.23802391434213926,0.24142398165771653,0.014083386796253637
A,urban_short,150.0,20.0,0.23732518595504803,0.24182287321284152,0.018599097752985596
A,urban_short,150.0,30.0,0.23662850871210486,0.24080438211200086,0.01734135136275782
A,urban_short,150.0,40.0,0.2359338765920964,0.23837139764353873,0.01022572789998666
A,urban_short,150.0,50.0,0.23524128359148563,0.23453815913524106,0.002997910697504574
A,urban_short,150.0,60.0,0.23455072372435892,0.22933020292891995,0.022764209549219525
A,urban_short,150.0,70.0,0.23386219102237413,0.22278439485256651,0.049724291403527784
A,urban_short,150.0,80.0,0.23317567953471022,0.21494908298246365,0.08479494910770827
A,urban_short,150.0,90.0,0.23249118332801408,0.2058844356148773,0.12923146732134116
A,urban_short,150.0,100.0,0.2318086964863508,0.19566307629681093,0.18473398698234106
A,urban_short,150.0,110.0,0.23112821311115195,0.18437120597058382,0.2536025454431759
A,urban_short,150.0,120.0,0.23044972732116417,0.17211053904193765,0.3389634859316267
A,urban_short,150.0,130.0,0.2297732332523993,0.15900162886016364,0.44509987035715715
A,urban_short,150.0,140.0,0.22909872505808243,0.14518962612691633,0.5779276465511224
A,urban_short,150.0,150.0,0.22842619690860255,0.13085442077807238,0.7456513547678362
A,urban_short,150.0,160.0,0.2277556429914619,0.11622890774887293,0.9595438639375017
A,urban_short,150.0,170.0,0.22708705751122502,0.10163260868283619,1.2343917021739863
A,urban_short,150.0,180.0,0.22642043468946935,0.08753404052532637,1.586655812191815
A,urban_short,150.0,190.0,0.22575576876473527,0.07466164638228316,2.0237180628032068
A,urban_short,150.0,200.0,0.2250930539924762,0.06416375502120156,2.5081028832882204
A,urban_short,150.0,210.0,0.2244322846450085,0.05766553830577302,2.8919654830056465
A,urban_short,150.0,220.0,0.22377345501146276,0.05672349938488254,2.944986776875422
A,urban_short,150.0,230.0,0.22311655939773373,0.061599051521214254,2.622077838664351
A,urban_short,150.0,240.0,0.2224615921264318,0.07098739554175555,2.1338182000997277
A,urban_short,150.0,250.0,0.22180854753683318,0.08317462981448542,1.6667813013602824
A,urban_short,150.0,260.0,0.22115741998483163,0.0968546694373183,1.2833945050832958
A,urban_short,150.0,270.0,0.2205082038428893,0.1111875369613881,0.9832097181850948
A,urban_short,150.0,280.0,0.2198608934999881,0.12563963116324053,0.7499326563154914
