scenario_name,density,region_radius_m,coherence,seed,frequency_khz,mean_abs_v,var_v,rms_abs_v,p90_abs_v,p95_abs_v,p99_abs_v,exceedance_probability,exceedance_threshold_v,sample_size,exceedance_probability_fixed_tau03,exceedance_tau_fixed_v
ppp,12.0,500.0,0.0,7,44.0,0.08381295908807908,0.003145418715021921,0.10084657072068409,0.1523706471226436,0.18245259065135236,0.2616550189050765,0.0,1.0,1024,0.0048828125,0.3
ppp,12.0,500.0,0.0,7,45.0,0.08382124197085936,0.0031471028147597633,0.10086180357448064,0.151735851458476,0.18048054913915648,0.26046708759511406,0.0,1.0,1024,0.0048828125,0.3
ppp,12.0,500.0,0.0,7,46.0,0.08376872388746519,0.003154435662875771,0.10085452277716728,0.15292534562109533,0.18151232109163232,0.2610861890286456,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,47.0,0.08391440283145826,0.003210007740835521,0.10125035675688146,0.1533373912099641,0.1836633839104781,0.25896258952746487,0.0,1.0,1024,0.0048828125,0.3
ppp,12.0,500.0,0.0,7,48.0,0.08398822612954095,0.0033485056540019206,0.10199278299168439,0.15070318343138694,0.18673106521410204,0.26537305113761483,0.0,1.0,1024,0.0048828125,0.3
ppp,12.0,500.0,0.0,7,49.0,0.08393371308652668,0.0032688202817157384,0.10155633153185044,0.1509767684991373,0.18407188216533293,0.254079099663174,0.0,1.0,1024,0.0048828125,0.3
ppp,12.0,500.0,0.0,7,50.0,0.08387244907996076,0.003280606857582771,0.10156374634806153,0.15136806553537385,0.18382750281734797,0.2607296257860255,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,51.0,0.08400683043441586,0.0033390799827383217,0.10196189259902456,0.1514691430651757,0.18914299508263355,0.26630151946358316,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,52.0,0.08411504085991663,0.0034085658989068983,0.10239094685455517,0.1514047604929396,0.19052836802790282,0.26068556474557286,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,53.0,0.08408435095455735,0.00341124804072446,0.10237883627085058,0.15282587691464755,0.18679589309660657,0.26779348992692065,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,54.0,0.08433776501636485,0.0035193067214317,0.10311239173536454,0.15278264324717483,0.18866485237695915,0.26527687199372113,0.0,1.0,1024,0.0068359375,0.3
ppp,12.0,500.0,0.0,7,55.0,0.08420942112743612,0.0034921793143670218,0.10287568187373004,0.15210755102113002,0.18951015048152217,0.26473568635401573,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,56.0,0.08432592086360133,0.0035858886949128054,0.10342509185109366,0.15448605228522555,0.18891781389134224,0.2618208091329722,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,57.0,0.08420355289056175,0.0035553714920831506,0.10317756447734547,0.15395717514680177,0.18687297429314415,0.2617463416896608,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,58.0,0.08444904744011425,0.0035503762466746257,0.10335384782492277,0.15456230077402405,0.18834900583230849,0.26103582783223434,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,59.0,0.08437448984153202,0.003509819488430557,0.10309643070664157,0.15443407467633666,0.1866556631412952,0.259389908926587,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,60.0,0.08444383969089092,0.0035841733719537538,0.10351297229668674,0.15407845629339645,0.18846880736484045,0.26957323917945386,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,61.0,0.08451587136612261,0.003620459898384095,0.10374677060592816,0.15541625370421538,0.1887994285941595,0.2662146018741378,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,62.0,0.08460605646304752,0.003588363997063019,0.10366556220506115,0.15426907638622356,0.18765284847834604,0.2617914200635904,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,63.0,0.08464429898413409,0.003572099910112973,0.10361832492676407,0.15387877307372172,0.19102873169207202,0.25523608773900447,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,64.0,0.08479818684396316,0.003704258473256106,0.10437907340688454,0.15196524985902354,0.1871449876934555,0.26362022606011526,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,65.0,0.08483016643465696,0.0036031978489862527,0.10391994508427078,0.15508460825173942,0.18850070314553957,0.25292168941623716,0.0,1.0,1024,0.0048828125,0.3
ppp,12.0,500.0,0.0,7,66.0,0.08488648101241322,0.003683477028880784,0.10435128982217505,0.15381627888550292,0.189197280743902,0.26639472542674336,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,67.0,0.08475463613053279,0.0035652062664686536,0.10367523625286643,0.15393308741834943,0.19064320931590817,0.2673663631303672,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,68.0,0.08496273907769968,0.0036533978575000736,0.10426919434370513,0.1547998834883182,0.1907323547212382,0.2718217017868235,0.0,1.0,1024,0.0068359375,0.3
ppp,12.0,500.0,0.0,7,69.0,0.08485279480483054,0.003592691959584702,0.1038878662105223,0.1550078136995145,0.1889082461306712,0.2586376313622289,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,70.0,0.08526192016863998,0.0037100197141745565,0.10478365686030477,0.15678086009715714,0.19330184649864432,0.2606953765920911,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,71.0,0.08509745942785718,0.0037323262747537356,0.10475640255292053,0.15726412455356958,0.1937882762720177,0.2692458431927062,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,72.0,0.08528488721860804,0.003748232418936425,0.10498449603073359,0.15521206641222363,0.1912019083718011,0.2717905547671243,0.0,1.0,1024,0.0068359375,0.3
ppp,12.0,500.0,0.0,7,73.0,0.08525894170165513,0.003765215316342992,0.1050442880714093,0.15519480838917687,0.1941290524767659,0.2679061386337954,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,74.0,0.08521256111004498,0.0036036230146409584,0.10423436854307752,0.15600729442671257,0.19240193510261586,0.2769386051979486,0.0,1.0,1024,0.0048828125,0.3
ppp,12.0,500.0,0.0,7,75.0,0.08539210116222441,0.003725315487442236,0.10496250010523665,0.1561409126961014,0.19098412538671328,0.2719276493222246,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,76.0,0.08533065171514337,0.003681051394692612,0.10470134438880768,0.15507098083835477,0.19027170180517983,0.28123621886874045,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,77.0,0.08569952309206758,0.0037390822063620792,0.10527815758536954,0.15417297057037052,0.18702027966710844,0.27650233616085995,0.0,1.0,1024,0.0048828125,0.3
ppp,12.0,500.0,0.0,7,78.0,0.08551797789432544,0.003706638916465462,0.10497601373456604,0.15159056279752467,0.1921424143841589,0.2729459686548953,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,79.0,0.08558235203825883,0.00367949431065759,0.10489915772330136,0.1528337498875266,0.18840798580946128,0.27667291731170474,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,80.0,0.08570742420583496,0.00370349323024614,0.10511544032274747,0.15137471748692616,0.18935352097964567,0.2801802417978522,0.0,1.0,1024,0.00390625,0.3
ppp,12.0,500.0,0.0,7,81.0,0.08576759522488389,0.0037358169278625497,0.10531807688389527,0.1534934618709879,0.1878617838878221,0.27572789758475114,0.0,1.0,1024,0.0068359375,0.3
ppp,12.0,500.0,0.0,7,82.0,0.08603073406464662,0.0037357121148935005,0.10553198244416452,0.15461505920173862,0.19188478319198188,0.27570599706976645,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,83.0,0.08617874112635877,0.0037738202133399206,0.10583286651822241,0.15723014428358795,0.19172530729733459,0.27122257320324833,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,84.0,0.08616645692605332,0.0038478684778274373,0.10617215631707232,0.15685795877424796,0.18923553026095905,0.280391141898789,0.0,1.0,1024,0.0068359375,0.3
ppp,12.0,500.0,0.0,7,85.0,0.08623258275859658,0.00385950505773772,0.10628058800625788,0.15795851069634861,0.19020991384598893,0.27761626124822547,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,86.0,0.08621767867348544,0.0037664511109593763,0.1058297653158305,0.15677823594595358,0.19097733380664716,0.2774645954966983,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,87.0,0.0863251936088987,0.003845596353764441,0.10629033542791314,0.15665931493679874,0.1903674150309641,0.28120419590158874,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,88.0,0.08655737467663387,0.0037423444912656955,0.10599303563053977,0.15843714352396968,0.19186887999023916,0.27606028119763626,0.0,1.0,1024,0.0068359375,0.3
ppp,12.0,500.0,0.0,7,89.0,0.086519459748132,0.003917905049770135,0.1067872743583184,0.15993781307652988,0.1890895347136215,0.2803543052204892,0.0,1.0,1024,0.0068359375,0.3
ppp,12.0,500.0,0.0,7,90.0,0.08646813936745346,0.0038255797681583928,0.10631236472691098,0.15951987775971355,0.18611515344494778,0.2712098215106877,0.0,1.0,1024,0.0078125,0.3
ppp,12.0,500.0,0.0,7,91.0,0.08655099790679671,0.00387724111985656,0.10662230703993836,0.15876249979953388,0.1903394557115399,0.27279163735435885,0.0,1.0,1024,0.0068359375,0.3
ppp,12.0,500.0,0.0,7,92.0,0.08664187699687272,0.003867587075429056,0.10665084118266614,0.1599457221279807,0.1874530627041825,0.28137550083411517,0.0,1.0,1024,0.0087890625,0.3
ppp,12.0,500.0,0.0,7,93.0,0.08676993669483923,0.003859606773719154,0.1067175181858422,0.15934561964872376,0.19058314281045632,0.27707355504131825,0.0,1.0,1024,0.0068359375,0.3
ppp,12.0,500.0,0.0,7,94.0,0.08698982852481545,0.0038702688420190396,0.10694624401443856,0.16211322353913402,0.19292858555272377,0.2766509277546925,0.0,1.0,1024,0.0078125,0.3
ppp,12.0,500.0,0.0,7,95.0,0.0872655763845326,0.004044407283314724,0.10798003567807994,0.16314784308756977,0.19050187018994413,0.2634754807890728,0.0009765625,1.0,1024,0.0078125,0.3
ppp,12.0,500.0,0.0,7,96.0,0.08712754676140477,0.003867487506644737,0.10704530307914267,0.15983245701030221,0.19654618735679996,0.2805559941057376,0.0,1.0,1024,0.0078125,0.3
ppp,12.0,500.0,0.0,7,97.0,0.08742352851620838,0.003930035457228307,0.10757745486602946,0.16212511198503668,0.1980993664059438,0.272116408230068,0.0,1.0,1024,0.0087890625,0.3
ppp,12.0,500.0,0.0,7,98.0,0.0872944982866471,0.003897873550379213,0.10732289122781144,0.16069149780861702,0.19581665280285052,0.2722151337110089,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,99.0,0.08770397156314168,0.003960831746623114,0.10794822080317709,0.16168858095019714,0.1954071556968036,0.278125502573912,0.0,1.0,1024,0.0078125,0.3
ppp,12.0,500.0,0.0,7,100.0,0.08786599498037122,0.003937934705631914,0.10797392175670259,0.16161641042903024,0.1957334071800194,0.27910051516861734,0.0,1.0,1024,0.0068359375,0.3
ppp,12.0,500.0,0.0,7,101.0,0.08781590436209795,0.0038869150305333978,0.1076965556063263,0.1621887085641646,0.1961420422015725,0.2731906383171958,0.0,1.0,1024,0.0078125,0.3
ppp,12.0,500.0,0.0,7,102.0,0.08811886254951413,0.0040344595507345905,0.10862501317723627,0.16092033380661283,0.19302763090256944,0.27676608371866274,0.0,1.0,1024,0.0068359375,0.3
ppp,12.0,500.0,0.0,7,103.0,0.08816729312874495,0.003993718131864844,0.10847667818252402,0.16165031115836692,0.19516410577200277,0.2603379301185389,0.0,1.0,1024,0.0078125,0.3
ppp,12.0,500.0,0.0,7,104.0,0.08851544957559704,0.004090096743702505,0.10920202176366775,0.16411954270976006,0.19866857679788058,0.2718902715859115,0.0,1.0,1024,0.0078125,0.3
ppp,12.0,500.0,0.0,7,105.0,0.08863570212951966,0.0040948922029964835,0.10932145212623832,0.16429533977430505,0.19692680740960966,0.2735684825725211,0.0,1.0,1024,0.0068359375,0.3
ppp,12.0,500.0,0.0,7,106.0,0.08862505837549842,0.00398660107686108,0.10881636847883494,0.16322105547252194,0.19423800359180426,0.2679932924685009,0.0,1.0,1024,0.0068359375,0.3
ppp,12.0,500.0,0.0,7,107.0,0.08894869950836061,0.004008249621255639,0.10917930557337444,0.16507082022845287,0.19733448057609587,0.2744029242293112,0.0,1.0,1024,0.0068359375,0.3
ppp,12.0,500.0,0.0,7,108.0,0.08912140247979207,0.0040240472886537496,0.10939228340526967,0.16410464634930055,0.19880760266082334,0.2813605217963019,0.0,1.0,1024,0.0068359375,0.3
ppp,12.0,500.0,0.0,7,109.0,0.0894906508596219,0.004100995210514534,0.11004349958899563,0.16267724145540613,0.20169995616745706,0.2720929632047734,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,110.0,0.08944509694076734,0.004104217113917527,0.11002110016110907,0.16323117941047124,0.19813224957181513,0.267059951935932,0.0,1.0,1024,0.0078125,0.3
ppp,12.0,500.0,0.0,7,111.0,0.08961712512045883,0.004121675839240769,0.11024021477708007,0.16303049287256613,0.2006902456441862,0.27359170527939997,0.0,1.0,1024,0.0068359375,0.3
ppp,12.0,500.0,0.0,7,112.0,0.08969122111717986,0.0041255675262605075,0.11031809766194918,0.16526667310899848,0.19874500297858763,0.2741450311166189,0.0,1.0,1024,0.0078125,0.3
ppp,12.0,500.0,0.0,7,113.0,0.09020732173441767,0.004195859331193725,0.11105503241947422,0.16801095164995608,0.2016530635458676,0.27509746076128444,0.0,1.0,1024,0.0068359375,0.3
ppp,12.0,500.0,0.0,7,114.0,0.09012219966375,0.00412027056370671,0.1106448436934118,0.1671981371839899,0.19678421418920378,0.2849338836337473,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,115.0,0.09043118128857322,0.00417073451598603,0.11112395360691962,0.16695229413255333,0.20271085388069454,0.2848853123112328,0.0,1.0,1024,0.0068359375,0.3
ppp,12.0,500.0,0.0,7,116.0,0.09073554024796507,0.00424370623273645,0.11169890105469497,0.16547705560913317,0.2044550509124458,0.2924522776238102,0.0,1.0,1024,0.0078125,0.3
ppp,12.0,500.0,0.0,7,117.0,0.09096124500245474,0.004340392773482837,0.11231358273102783,0.16739617505394908,0.2033974251364016,0.28339596531203276,0.0,1.0,1024,0.0078125,0.3
ppp,12.0,500.0,0.0,7,118.0,0.09095978650307243,0.004200016807162486,0.11168571783288588,0.16567434013661675,0.20207442230230915,0.28498169820721947,0.0,1.0,1024,0.005859375,0.3
ppp,12.0,500.0,0.0,7,119.0,0.09115727983985775,0.004253929977197138,0.11208737504732312,0.16601739459472142,0.20027807279408572,0.2941826595784304,0.0,1.0,1024,0.0087890625,0.3
ppp,12.0,500.0,0.0,7,120.0,0.0913323573255554,0.004281105472661103,0.11235081204559243,0.16792069853452266,0.20369357356958742,0.2836101126454213,0.0,1.0,1024,0.0068359375,0.3
ppp,12.0,500.0,0.0,7,121.0,0.091594706747837,0.004286042023520924,0.11258611072305137,0.16923937174866466,0.20512821539151885,0.28177471560614725,0.0,1.0,1024,0.0078125,0.3
ppp,12.0,500.0,0.0,7,122.0,0.09170298966550877,0.004236479420040367,0.11245406944007307,0.16844372051195297,0.20361449968240547,0.2832552881136559,0.0,1.0,1024,0.0068359375,0.3
ppp,12.0,500.0,0.0,7,123.0,0.0917807602785845,0.0042832121993975555,0.1127249757450076,0.1675023596825813,0.2048557669304935,0.2813072871855315,0.0,1.0,1024,0.0078125,0.3
ppp,12.0,500.0,0.0,7,124.0,0.09214715943415995,0.004406687816671473,0.11356842346557412,0.16710924475285546,0.20588090311290186,0.2873134155896502,0.0009765625,1.0,1024,0.0068359375,0.3
ppp,12.0,500.0,0.0,7,125.0,0.09229234228920827,0.004381018451307335,0.11357330186507618,0.16912783599541173,0.20886303488537977,0.2793543886171765,0.0,1.0,1024,0.0078125,0.3
ppp,12.0,500.0,0.0,7,126.0,0.0924785167516559,0.004295340554226706,0.11334732733864088,0.16932333134547717,0.2082713937137966,0.29314354265479575,0.0,1.0,1024,0.0087890625,0.3
ppp,12.0,500.0,0.0,7,127.0,0.09270117808967712,0.004495640555168961,0.11440781867679758,0.16865087477041996,0.20958973058932684,0.2933110457482676,0.0009765625,1.0,1024,0.0087890625,0.3
ppp,12.0,500.0,0.0,7,128.0,0.09280911238130449,0.004467979735782907,0.11437443366761872,0.16976719413662003,0.20887813896103935,0.2840959757942114,0.0009765625,1.0,1024,0.0078125,0.3
ppp,12.0,500.0,0.0,7,129.0,0.09299698864875525,0.004422989883928931,0.11433035371967343,0.17186585265181825,0.21419038175691663,0.2952521736236477,0.0,1.0,1024,0.009765625,0.3
ppp,12.0,500.0,0.0,7,130.0,0.09300874989451713,0.004397543156836317,0.1142285897390717,0.16814851562047842,0.2136607403599812,0.28807265522632974,0.0,1.0,1024,0.0078125,0.3
ppp,12.0,500.0,0.0,7,131.0,0.0932823177679593,0.004592216951728889,0.11529877605547868,0.17136167418428708,0.2122361457999526,0.29634781490259193,0.0009765625,1.0,1024,0.0087890625,0.3
ppp,12.0,500.0,0.0,7,132.0,0.0933368981055108,0.004548500782885496,0.11515327755146182,0.17149276124623686,0.21515450229973046,0.2981293957910962,0.0009765625,1.0,1024,0.009765625,0.3
ppp,12.0,500.0,0.0,7,133.0,0.09342224312291705,0.004607038161730395,0.11547620392032212,0.17098121368654412,0.20670475899579954,0.2973194573031652,0.0009765625,1.0,1024,0.009765625,0.3
ppp,12.0,500.0,0.0,7,134.0,0.09338088052220239,0.004644259249716873,0.11560384118539795,0.16986975018856282,0.21047977038567406,0.2927943273782557,0.0009765625,1.0,1024,0.0087890625,0.3
ppp,12.0,500.0,0.0,7,135.0,0.093433695069315,0.004478051259224747,0.11492565698542029,0.16987867583231,0.20647160116641836,0.295123897767418,0.0,1.0,1024,0.009765625,0.3
ppp,12.0,500.0,0.0,7,136.0,0.09379177539031569,0.004605532456622213,0.11576886277185952,0.17245193006063786,0.2070852358763744,0.30053803424247055,0.0009765625,1.0,1024,0.01171875,0.3
ppp,12.0,500.0,0.0,7,137.0,0.09387960042924383,0.004615215254305928,0.11588181320233303,0.17208985624236509,0.20633555061917433,0.30018046340022975,0.0009765625,1.0,1024,0.0107421875,0.3
ppp,12.0,500.0,0.0,7,138.0,0.09380221220432897,0.00463954974941882,0.11592413365578706,0.17008028637572264,0.20543532069414366,0.3056950653204741,0.0009765625,1.0,1024,0.0107421875,0.3
ppp,12.0,500.0,0.0,7,139.0,0.0938308137147461,0.004667412064391999,0.11606736693301603,0.1709867564058727,0.20170745216671152,0.29818844529822547,0.0009765625,1.0,1024,0.0107421875,0.3
ppp,12.0,500.0,0.0,7,140.0,0.09410392455550502,0.004786630051000889,0.11679973744726085,0.1703415043924475,0.20514003902765945,0.306397891529549,0.0009765625,1.0,1024,0.0107421875,0.3
ppp,12.0,500.0,0.0,7,141.0,0.09410126605743707,0.004782187487022894,0.11677857577756055,0.1706571320740128,0.20552078434604798,0.3112884697823864,0.0009765625,1.0,1024,0.0107421875,0.3
