feeder_id,feeder_name,frequency_khz,distance_m,ztr_real_ohm,ztr_imag_ohm,ztr_mag_ohm
A,urban_short,2.0,570.0,0.2076706938519902,-0.012683482715110878,0.20805765503521267
A,urban_short,2.0,580.0,0.2071515876099258,-0.012873865454947316,0.2075512386401605
A,urban_short,2.0,590.0,0.2066335423355195,-0.01306323161175856,0.20704605487250263
A,urban_short,2.0,600.0,0.2061165565288654,-0.013251584790909118,0.20654210073199997
A,urban_short,2.0,610.0,0.20560062868986775,-0.01343892858738781,0.20603937322571572
A,urban_short,2.0,620.0,0.20508575731825318,-0.01362526658583299,0.20553786936799862
A,urban_short,2.0,630.0,0.20457194091358108,-0.013810602360557351,0.20503758618046386
A,urban_short,2.0,640.0,0.20405917797525586,-0.013994939475572928,0.20453852069197648
A,urban_short,2.0,650.0,0.2035474670025379,-0.01417828148461624,0.2040406699386332
A,urban_short,2.0,660.0,0.2030368064945549,-0.014360631931172707,0.20354403096374493
A,urban_short,2.0,670.0,0.20252719495031357,-0.014541994348501916,0.20304860081781945
A,urban_short,2.0,680.0,0.2020186308687098,-0.014722372259662157,0.20255437655854316
A,urban_short,2.0,690.0,0.20151111274854094,-0.014901769177535152,0.20206135525076466
A,urban_short,2.0,700.0,0.2010046390885161,-0.015080188604850678,0.2015695339664764
A,urban_short,2.0,710.0,0.2004992083872674,-0.015257634034211433,0.20107890978479767
A,urban_short,2.0,720.0,0.19999481914336123,-0.015434108948117312,0.2005894797919575
A,urban_short,2.0,730.0,0.19949146985530897,-0.015609616818990023,0.20010124108127703
A,urban_short,2.0,740.0,0.1989891590215774,-0.015784161109197777,0.19961419075315193
A,urban_short,2.0,750.0,0.19848788514060034,-0.01595774527107931,0.19912832591503604
A,urban_short,2.0,760.0,0.19798764671078903,-0.016130372746968786,0.19864364368142354
A,urban_short,2.0,770.0,0.19748844223054268,-0.016302046969219577,0.19816014117383202
A,urban_short,2.0,780.0,0.19699027019825918,-0.016472771360228927,0.1976778155207851
A,urban_short,2.0,790.0,0.19649312911234615,-0.016642549332462023,0.19719666385779594
A,urban_short,2.0,800.0,0.195997017471231,-0.016811384288476318,0.19671668332734987
A,urban_short,2.0,810.0,0.19550193377337166,-0.016979279620945576,0.19623787107888746
A,urban_short,2.0,820.0,0.19500787651726686,-0.017146238712683958,0.19576022426878742
A,urban_short,2.0,830.0,0.19451484420146692,-0.017312264936670072,0.19528374006035015
A,urban_short,2.0,840.0,0.19402283532458336,-0.017477361656070972,0.1948084156237802
A,urban_short,2.0,850.0,0.19353184838530035,-0.01764153222426633,0.19433424813617056
A,urban_short,2.0,860.0,0.1930418818823839,-0.017804779984871916,0.19386123478148473
A,urban_short,2.0,870.0,0.19255293431469253,-0.01796710827176382,0.19338937275054072
A,urban_short,2.0,880.0,0.19206500418118722,-0.018128520409102056,0.19291865924099383
A,urban_short,2.0,890.0,0.19157808998094197,-0.018289019711354517,0.19244909145732075
A,urban_short,2.0,900.0,0.19109219021315324,-0.01844860948332044,0.19198066661080224
A,urban_short,2.0,910.0,0.19060730337715054,-0.018607293020154236,0.1915133819195071
A,urban_short,2.0,920.0,0.19012342797240572,-0.018765073607389188,0.19104723460827505
A,urban_short,2.0,930.0,0.1896405624985435,-0.018921954520960828,0.19058222190870086
A,urban_short,2.0,940.0,0.1891587054553511,-0.019077939027230664,0.1901183410591177
A,urban_short,2.0,950.0,0.1886778553427878,-0.019233030383009393,0.18965558930458054
A,urban_short,2.0,960.0,0.18819801066099498,-0.019387231835580658,0.18919396389684986
A,urban_short,2.0,970.0,0.18771916991030596,-0.019540546622724222,0.18873346209437578
A,urban_short,2.0,980.0,0.18724133159125514,-0.019692977972739403,0.18827408116228098
A,urban_short,2.0,990.0,0.18676449420458813,-0.019844529104468416,0.1878158183723451
A,urban_short,2.0,1000.0,0.18628865625127114,-0.019995203227319264,0.18735867100298842
A,urban_short,3.0,0.0,0.2391038099409385,-1.737168471118272e-05,0.23910381057199376
A,urban_short,3.0,10.0,0.23852052605573906,-0.0003993933704204341,0.2385208604398593
A,urban_short,3.0,20.0,0.23793805456722691,-0.0007795511448061875,0.23793933157682026
A,urban_short,3.0,30.0,0.23735639647203258,-0.0011578508527158736,0.23735922051773312
A,urban_short,3.0,40.0,0.23677555275501624,-0.0015342983263317237,0.23678052380590273
A,urban_short,3.0,50.0,0.23619552438931618,-0.0019088993851830562,0.23620323799306142
A,urban_short,3.0,60.0,0.23561631233639801,-0.0022816598361584907,0.23562735963934878
A,urban_short,3.0,70.0,0.23503791754610293,-0.00265258547351763,0.23505288531329072
A,urban_short,3.0,80.0,0.23446034095669677,-0.003021682078904009,0.2344798115917796
A,urban_short,3.0,90.0,0.2338835834949182,-0.003388955421356837,0.23390813506005367
A,urban_short,3.0,100.0,0.23330764607602636,-0.0037544112573234434,0.23333785231167595
A,urban_short,3.0,110.0,0.2327325296038501,-0.004118055330671778,0.23276895994851513
A,urban_short,3.0,120.0,0.23215823497083524,-0.004479893372702883,0.23220145458072464
A,urban_short,3.0,130.0,0.23158476305809222,-0.004839931102163067,0.23163533282672227
A,urban_short,3.0,140.0,0.23101211473544497,-0.005198174225256451,0.23107059131317104
A,urban_short,3.0,150.0,0.23044029086147652,-0.005554628435657914,0.23050722667495724
A,urban_short,3.0,160.0,0.2298692922835788,-0.005909299414525511,0.22994523555517277
A,urban_short,3.0,170.0,0.2292991198379978,-0.006262192830512684,0.2293846146050929
A,urban_short,3.0,180.0,0.22872977434988237,-0.006613314339781688,0.22882536048415802
A,urban_short,3.0,190.0,0.22816125663332998,-0.006962669586015783,0.22826746985995244
A,urban_short,3.0,200.0,0.22759356749143445,-0.007310264200432076,0.22771093940818532
A,urban_short,3.0,210.0,0.2270267077163326,-0.007656103801794864,0.22715576581267088
A,urban_short,3.0,220.0,0.22646067808925063,-0.008000193996427742,0.2266019457653082
A,urban_short,3.0,230.0,0.22589547938055055,-0.008342540378226985,0.22604947596606165
A,urban_short,3.0,240.0,0.22533111234977674,-0.008683148528674557,0.2254983531229413
A,urban_short,3.0,250.0,0.2247675777457024,-0.009022024016850648,0.22494857395198356
A,urban_short,3.0,260.0,0.2242048763063752,-0.009359172399447334,0.2244001351772311
A,urban_short,3.0,270.0,0.2236430087591632,-0.009694599220781058,0.22385303353071345
A,urban_short,3.0,280.0,0.22308197582080144,-0.010028310012806251,0.2233072657524282
A,urban_short,3.0,290.0,0.22252177819743657,-0.010360310295128225,0.22276282859032048
A,urban_short,3.0,300.0,0.22196241658467328,-0.010690605575016353,0.22221971880026445
A,urban_short,3.0,310.0,0.22140389166761898,-0.01101920134741767,0.22167793314604342
A,urban_short,3.0,320.0,0.22084620412092995,-0.011346103094969381,0.22113746839933102
A,urban_short,3.0,330.0,0.22028935460885565,-0.011671316288013083,0.22059832133967155
A,urban_short,3.0,340.0,0.21973334378528436,-0.011994846384607738,0.2200604887544611
A,urban_short,3.0,350.0,0.2191781722937879,-0.012316698830542976,0.21952396743892832
A,urban_short,3.0,360.0,0.2186238407676662,-0.01263687905935252,0.21898875419611522
A,urban_short,3.0,370.0,0.2180703498299924,-0.01295539249232811,0.21845484583685834
A,urban_short,3.0,380.0,0.21751770009365667,-0.013272244538532412,0.2179222391797693
A,urban_short,3.0,390.0,0.21696589216141116,-0.013587440594813078,0.2173909310512163
A,urban_short,3.0,400.0,0.21641492662591436,-0.013900986045815857,0.2168609182853053
A,urban_short,3.0,410.0,0.21586480406977446,-0.014212886263998857,0.2163321977238605
A,urban_short,3.0,420.0,0.2153155250655941,-0.014523146609645748,0.2158047662164062
A,urban_short,3.0,430.0,0.21476709017601392,-0.014831772430879457,0.21527862062014771
A,urban_short,3.0,440.0,0.2142194999537562,-0.015138769063676146,0.2147537577999525
A,urban_short,3.0,450.0,0.2136727549416687,-0.01544414183187897,0.21423017462833197
A,urban_short,3.0,460.0,0.21312685567276804,-0.015747896047211676,0.2137078679854223
A,urban_short,3.0,470.0,0.21258180267028287,-0.016050037009292726,0.2131868347589662
A,urban_short,3.0,480.0,0.21203759644769749,-0.01635057000564901,0.21266707184429431
A,urban_short,3.0,490.0,0.21149423750879429,-0.016649500311729886,0.2121485761443064
A,urban_short,3.0,500.0,0.21095172634769774,-0.016946833190920964,0.2116313445694537
A,urban_short,3.0,510.0,0.21041006344891588,-0.017242573894558223,0.21111537403771927
A,urban_short,3.0,520.0,0.20986924928738449,-0.017536727661942194,0.21060066147460094
A,urban_short,3.0,530.0,0.2093292843285082,-0.017829299720351802,0.21008720381309176
A,urban_short,3.0,540.0,0.2087901690282042,-0.018120295285058277,0.20957499799366286
A,urban_short,3.0,550.0,0.208251903832944,-0.018409719559339885,0.20906404096424452
A,urban_short,3.0,560.0,0.20771448917979562,-0.018697577734495447,0.20855432968020812
A,urban_short,3.0,570.0,0.20717792549646555,-0.018983874989858946,0.20804586110434792
A,urban_short,3.0,580.0,0.20664221320134116,-0.01926861649281361,0.20753863220686328
A,urban_short,3.0,590.0,0.20610735270353225,-0.01955180739880621,0.20703263996534038
A,urban_short,3.0,600.0,0.2055733444029126,-0.019833452851361292,0.20652788136473413
A,urban_short,3.0,610.0,0.20504018869016202,-0.020113557982095572,0.2060243533973505
A,urban_short,3.0,620.0,0.20450788594680705,-0.02039212791073229,0.20552205306282803
A,urban_short,3.0,630.0,0.20397643654526315,-0.020669167745115492,0.20502097736812078
A,urban_short,3.0,640.0,0.2034458408488754,-0.020944682581224526,0.2045211233274798
A,urban_short,3.0,650.0,0.20291609921195958,-0.021218677503188604,0.2040224879624355
A,urban_short,3.0,660.0,0.20238721197984338,-0.02149115758330107,0.2035250683017803
A,urban_short,3.0,670.0,0.201859179488907,-0.02176212788203398,0.20302886138155032
A,urban_short,3.0,680.0,0.20133200206662388,-0.02203159344805264,0.20253386424500797
A,urban_short,3.0,690.0,0.20080568003160176,-0.022299559318230515,0.20204007394262483
A,urban_short,3.0,700.0,0.20028021369362228,-0.022566030517663004,0.20154748753206303
A,urban_short,3.0,710.0,0.19975560335368212,-0.02283101205968293,0.2010561020781587
A,urban_short,3.0,720.0,0.19923184930403284,-0.023094508945874847,0.20056591465290394
A,urban_short,3.0,730.0,0.19870895182822101,-0.023356526166089565,0.20007692233542948
A,urban_short,3.0,740.0,0.19818691120112836,-0.023617068698459014,0.19958912221198746
A,urban_short,3.0,750.0,0.1976657276890113,-0.023876141509411156,0.19910251137593368
A,urban_short,3.0,760.0,0.19714540154954122,-0.02413374955368433,0.19861708692771074
A,urban_short,3.0,770.0,0.1966259330318436,-0.024389897774342695,0.19813284597483058
A,urban_short,3.0,780.0,0.19610732237653772,-0.024644591102790225,0.19764978563185698
A,urban_short,3.0,790.0,0.195589569815776,-0.024897834458786232,0.19716790302038878
A,urban_short,3.0,800.0,0.1950726755732833,-0.02514963275045993,0.1966871952690425
A,urban_short,3.0,810.0,0.19455663986439597,-0.025399990874325557,0.19620765951343513
A,urban_short,3.0,820.0,0.19404146289610108,-0.025648913715297005,0.1957292928961675
A,urban_short,3.0,830.0,0.19352714486707487,-0.025896406146702872,0.1952520925668065
A,urban_short,3.0,840.0,0.19301368596772236,-0.026142473030301722,0.19477605568186918
A,urban_short,3.0,850.0,0.19250108638021504,-0.026387119216296762,0.19430117940480462
A,urban_short,3.0,860.0,0.1919893462785301,-0.026630349543350952,0.1938274609059779
A,urban_short,3.0,870.0,0.19147846582848868,-0.026872168838602137,0.19335489736265293
A,urban_short,3.0,880.0,0.19096844518779393,-0.02711258191767799,0.1928834859589754
A,urban_short,3.0,890.0,0.19045928450606955,-0.027351593584711408,0.19241322388595636
A,urban_short,3.0,900.0,0.18995098392489768,-0.02758920863235518,0.19194410834145537
A,urban_short,3.0,910.0,0.18944354357785714,-0.02782543184179778,0.19147613653016396
A,urban_short,3.0,920.0,0.1889369635905606,-0.028060267982777703,0.19100930566358837
A,urban_short,3.0,930.0,0.18843124408069312,-0.028293721813599508,0.19054361296003364
A,urban_short,3.0,940.0,0.1879263851580493,-0.028525798081148468,0.19007905564458685
A,urban_short,3.0,950.0,0.1874223869245708,-0.028756501520906252,0.18961563094910033
A,urban_short,3.0,960.0,0.18691924947438382,-0.02898583685696557,0.1891533361121753
A,urban_short,3.0,970.0,0.18641697289383632,-0.02921380880204625,0.18869216837914557
A,urban_short,3.0,980.0,0.18591555726153516,-0.02944042205750976,0.18823212500206088
A,urban_short,3.0,990.0,0.1854150026483832,-0.029665681313375453,0.18777320323967076
A,urban_short,3.0,1000.0,0.18491530911761608,-0.029889591248334974,0.187315400357408
A,urban_short,4.0,0.0,0.23915421999168562,-1.1548613249143227e-05,0.2391542202705234
A,urban_short,4.0,10.0,0.23856964381472395,-0.0005210179733076547,0.23857021274587648
A,urban_short,4.0,20.0,0.23798541110447688,-0.0010279966757973137,0.23798763135031265
A,urban_short,4.0,30.0,0.23740152632755984,-0.0015324915402227502,0.2374064726012666
A,urban_short,4.0,40.0,0.2368179939251431,-0.0020345093789353045,0.23682673302467797
A,urban_short,4.0,50.0,0.23623481831302806,-0.0025340569970974535,0.23624840915496959
A,urban_short,4.0,60.0,0.23565200388172494,-0.00303114119264493,0.23567149753502703
A,urban_short,4.0,70.0,0.2350695549965303,-0.0035257687562519026,0.2350959947161783
A,urban_short,4.0,80.0,0.23448747599760375,-0.004017946471293917,0.23452189725817282
A,urban_short,4.0,90.0,0.23390577120004502,-0.004507681113812927,0.23394920172916095
A,urban_short,4.0,100.0,0.23332444489397117,-0.004994979452481277,0.23337790470567366
A,urban_short,4.0,110.0,0.2327435013445929,-0.005479848248566957,0.23280800277260197
A,urban_short,4.0,120.0,0.2321629447922913,-0.005962294255898211,0.2322394925231762
A,urban_short,4.0,130.0,0.2315827794526946,-0.006442324220829255,0.23167237055894616
A,urban_short,4.0,140.0,0.2310030095167546,-0.006919944882205394,0.23110663348976068
A,urban_short,4.0,150.0,0.23042363915082248,-0.007395162971329275,0.23054227793374682
A,urban_short,4.0,160.0,0.2298446724967256,-0.007867985211926215,0.22997930051729035
A,urban_short,4.0,170.0,0.22926611367184357,-0.008338418320111469,0.22941769787501545
A,urban_short,4.0,180.0,0.22868796676918351,-0.008806469004355628,0.22885746664976403
A,urban_short,4.0,190.0,0.22811023585745696,-0.009272143965452319,0.2282986034925766
A,urban_short,4.0,200.0,0.22753292498115463,-0.009735449896484533,0.2277411050626713
A,urban_short,4.0,210.0,0.22695603816062257,-0.010196393482792682,0.22718496802742452
A,urban_short,4.0,220.0,0.2263795793921378,-0.010654981401940898,0.2266301890623509
A,urban_short,4.0,230.0,0.2258035526479831,-0.011111220323685942,0.2260767648510832
A,urban_short,4.0,240.0,0.22522796187652297,-0.011565116909944228,0.22552469208535272
A,urban_short,4.0,250.0,0.22465281100227838,-0.012016677814760974,0.22497396746496956
A,urban_short,4.0,260.0,0.22407810392600194,-0.012465909684277807,0.22442458769780263
A,urban_short,4.0,270.0,0.22350384452475286,-0.012912819156701711,0.22387654949976019
A,urban_short,4.0,280.0,0.2229300366519717,-0.013357412862274293,0.22332984959477023
A,urban_short,4.0,290.0,0.22235668413755522,-0.013799697423240396,0.22278448471476078
A,urban_short,4.0,300.0,0.22178379078793048,-0.014239679453817908,0.22224045159964015
A,urban_short,4.0,310.0,0.2212113603861303,-0.014677365560166971,0.22169774699727823
A,urban_short,4.0,320.0,0.22063939669186625,-0.015112762340360412,0.22115636766348587
A,urban_short,4.0,330.0,0.22006790344160415,-0.015545876384353275,0.22061631036199658
A,urban_short,4.0,340.0,0.21949688434863768,-0.01597671427395348,0.22007757186444687
A,urban_short,4.0,350.0,0.21892634310316184,-0.016405282582792002,0.21954014895035623
A,urban_short,4.0,360.0,0.21835628337234772,-0.016831587876294147,0.21900403840710891
A,urban_short,4.0,370.0,0.21778670880041595,-0.017255636711650424,0.21846923702993434
A,urban_short,4.0,380.0,0.21721762300870986,-0.017677435637787085,0.2179357416218875
A,urban_short,4.0,390.0,0.2166490295957697,-0.018096991195338835,0.21740354899383052
A,urban_short,4.0,400.0,0.21608093213740548,-0.018514309916619592,0.21687265596441305
A,urban_short,4.0,410.0,0.2155133341867713,-0.01892939832559427,0.2163430593600543
A,urban_short,4.0,420.0,0.21494623927443648,-0.019342262937852094,0.215814756014922
A,urban_short,4.0,430.0,0.21437965090846092,-0.019752910260577405,0.21528774277091575
A,urban_short,4.0,440.0,0.21381357257446645,-0.02016134679252329,0.21476201647764678
A,urban_short,4.0,450.0,0.2132480077357104,-0.02056757902398434,0.21423757399241955
A,urban_short,4.0,460.0,0.21268295983315746,-0.020971613436769218,0.21371441218021248
A,urban_short,4.0,470.0,0.21211843228555377,-0.021373456504174,0.21319252791366042
A,urban_short,4.0,480.0,0.2115544284894975,-0.02177311469095621,0.21267191807303437
A,urban_short,4.0,490.0,0.2109909518195127,-0.022170594453307643,0.21215257954622413
A,urban_short,4.0,500.0,0.21042800562812067,-0.022565902238828903,0.21163450922871904
A,urban_short,4.0,510.0,0.20986559324591214,-0.022959044486503363,0.21111770402358937
A,urban_short,4.0,520.0,0.20930371798161965,-0.02335002762667153,0.21060216084146832
A,urban_short,4.0,530.0,0.20874238312218876,-0.02373885808100522,0.2100878766005329
A,urban_short,4.0,540.0,0.2081815919328504,-0.024125542262483177,0.20957484822648614
A,urban_short,4.0,550.0,0.20762134765719203,-0.024510086575365096,0.20906307265253826
A,urban_short,4.0,560.0,0.20706165351722938,-0.024892497415167532,0.2085525468193886
A,urban_short,4.0,570.0,0.20650251271347744,-0.025272781168639038,0.208043267675207
A,urban_short,4.0,580.0,0.2059439284250221,-0.025650944213735642,0.20753523217561592
A,urban_short,4.0,590.0,0.20538590380959112,-0.0260269929195971,0.20702843728367215
A,urban_short,4.0,600.0,0.204828442003625,-0.026400933646522465,0.2065228799698485
A,urban_short,4.0,610.0,0.20427154612234802,-0.026772772745946697,0.20601855721201587
A,urban_short,4.0,620.0,0.2037152192598388,-0.02714251656041702,0.20551546599542503
A,urban_short,4.0,630.0,0.20315946448910122,-0.027510171423569575,0.20501360331268892
A,urban_short,4.0,640.0,0.20260428486213455,-0.027875743660106166,0.20451296616376408
A,urban_short,4.0,650.0,0.20204968341000382,-0.028239239585771694,0.20401355155593315
A,urban_short,4.0,660.0,0.2014956631429108,-0.028600665507331282,0.2035153565037873
A,urban_short,4.0,670.0,0.20094222705026288,-0.028960027722547656,0.20301837802920733
A,urban_short,4.0,680.0,0.20038937810074411,-0.02931733252015874,0.20252261316134684
A,urban_short,4.0,690.0,0.19983711924238493,-0.0296725861798561,0.20202805893661444
A,urban_short,4.0,700.0,0.19928545340263132,-0.03002579497226269,0.20153471239865528
A,urban_short,4.0,710.0,0.19873438348841507,-0.030376965158910915,0.20104257059833402
A,urban_short,4.0,720.0,0.19818391238622302,-0.030726102992221706,0.20055163059371703
A,urban_short,4.0,730.0,0.19763404296216638,-0.031073214715482838,0.20006188945005474
A,urban_short,4.0,740.0,0.19708477806205038,-0.031418306562828,0.1995733442397644
A,urban_short,4.0,750.0,0.19653612051144265,-0.031761384759215895,0.1990859920424118
A,urban_short,4.0,760.0,0.19598807311574315,-0.03210245552040938,0.19859982994469494
A,urban_short,4.0,770.0,0.1954406386602524,-0.03244152505295537,0.1981148550404257
A,urban_short,4.0,780.0,0.19489381991024043,-0.03277859955416406,0.19763106443051273
A,urban_short,4.0,790.0,0.19434761961101543,-0.033113685212089336,0.19714845522294436
A,urban_short,4.0,800.0,0.19380204048799224,-0.03344678820550828,0.1966670245327709
A,urban_short,4.0,810.0,0.19325708524676102,-0.03377791470390204,0.19618676948208802
A,urban_short,4.0,820.0,0.192712756573155,-0.03410707086743602,0.1957076872000188
A,urban_short,4.0,830.0,0.19216905713331867,-0.0344342628469406,0.19522977482269677
A,urban_short,4.0,840.0,0.19162598957377663,-0.03475949678389182,0.19475302949324957
A,urban_short,4.0,850.0,0.19108355652150022,-0.035082778810392984,0.1942774483617806
A,urban_short,4.0,860.0,0.19054176058397615,-0.035404115049155416,0.19380302858535292
A,urban_short,4.0,870.0,0.1900006043492738,-0.03572351161347988,0.1933297673279718
A,urban_short,4.0,880.0,0.18946009038611306,-0.036040974607238756,0.19285766176056826
A,urban_short,4.0,890.0,0.18892022124393112,-0.03635651012485715,0.19238670906098143
A,urban_short,4.0,900.0,0.18838099945295034,-0.036670124251295316,0.19191690641394235
A,urban_short,4.0,910.0,0.18784242752424493,-0.03698182306203113,0.19144825101105675
A,urban_short,4.0,920.0,0.18730450794980805,-0.037291612623041835,0.19098074005078816
A,urban_short,4.0,930.0,0.18676724320261914,-0.037599498990786726,0.19051437073844182
A,urban_short,4.0,940.0,0.1862306357367098,-0.03790548821219064,0.1900491402861471
A,urban_short,4.0,950.0,0.18569468798723168,-0.03820958632462586,0.1895850459128419
A,urban_short,4.0,960.0,0.1851594023705212,-0.03851179935589608,0.1891220848442544
A,urban_short,4.0,970.0,0.1846247812841678,-0.038812133324219074,0.18866025431288844
A,urban_short,4.0,980.0,0.18409082710707886,-0.039110594238210734,0.1881995515580055
A,urban_short,4.0,990.0,0.18355754219954645,-0.039407188096868245,0.18773997382560867
A,urban_short,4.0,1000.0,0.1830249289033131,-0.039701920889554286,0.18728151836842644
A,urban_short,5.0,0.0,0.2392152199504768,-8.011387232287593e-06,0.23921522008462862
A,urban_short,5.0,10.0,0.23862927762023042,-0.0006450099360448336,0.2386301493428075
A,urban_short,5.0,20.0,0.23804307417057496,-0.0012788879194672344,0.23804650956249793
A,urban_short,5.0,30.0,0.23745661855099204,-0.0019096522854979159,0.23746429724386536
A,urban_short,5.0,40.0,0.23686991967054066,-0.0025373099889491597,0.23688350889563503
A,urban_short,5.0,50.0,0.23628298639793807,-0.003161867991323208,0.23630414103507102
A,urban_short,5.0,60.0,0.23569582756164095,-0.003783333260687648,0.2357261901879556
A,urban_short,5.0,70.0,0.23510845194992647,-0.004401712771553215,0.23514965288856826
A,urban_short,5.0,80.0,0.2345208683109732,-0.005017013504749704,0.23457452567966472
A,urban_short,5.0,90.0,0.23393308535294322,-0.005629242447304947,0.23400080511245672
A,urban_short,5.0,100.0,0.23334511174406278,-0.006238406592322145,0.23342848774659075
A,urban_short,5.0,110.0,0.23275695611270447,-0.006844512938859174,0.23285757015012773
A,urban_short,5.0,120.0,0.23216862704746896,-0.007447568491808017,0.2322880488995224
A,urban_short,5.0,130.0,0.23158013309726677,-0.008047580261773648,0.23171992057960292
A,urban_short,5.0,140.0,0.23099148277140047,-0.008644555264955292,0.23115318178355035
A,urban_short,5.0,150.0,0.23040268453964594,-0.009238500523027212,0.23058782911287745
A,urban_short,5.0,160.0,0.2298137468323361,-0.009829423063019014,0.23002385917740986
A,urban_short,5.0,170.0,0.22922467804044186,-0.010417329917198981,0.22946126859526422
A,urban_short,5.0,180.0,0.22863548651565546,-0.011002228122955213,0.22890005399282895
