scenario_name,density,region_radius_m,coherence,frequency_khz,mean_abs_v,var_v,rms_abs_v,p90_abs_v,p95_abs_v,p99_abs_v,exceedance_probability,exceedance_threshold_v,sample_size
density_sweep,0.25,500.0,0.0,35.0,0.005106603001725122,0.0001608144849808962,0.013670840471533717,0.019844204724972822,0.03297114539151881,0.061950102660344133,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,36.0,0.005115302675884365,0.0001618954701411048,0.01371356232373684,0.0205372131739018,0.03261275212790001,0.06160813280651877,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,37.0,0.0051087606850063775,0.00016146263380260547,0.013695330209208987,0.020415390116302036,0.03210874272693626,0.06016702485176875,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,38.0,0.005113888976981384,0.00016283989241377405,0.013747427136837851,0.020566557291619908,0.03286056870945876,0.06136813246042552,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,39.0,0.005114565202173024,0.00016365179484869815,0.013777175764864777,0.02038336002250872,0.03235213374843386,0.060532727621026135,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,40.0,0.005126429679834305,0.0001651653479319541,0.013836387866572698,0.02039648133736911,0.03242645813316935,0.061744392230076675,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,41.0,0.00513627577270887,0.00016681398322693862,0.013899471646082621,0.020789802719605628,0.03194702140715871,0.06191530434092757,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,42.0,0.005150993009385609,0.00016828522527625686,0.013957720238599005,0.020651864187035542,0.03238395097505105,0.060465141232962434,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,43.0,0.005136911860637534,0.00016776297979395876,0.013933802182387883,0.0203721361095661,0.03267720168184664,0.06201692961064622,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,44.0,0.005159202773397684,0.00016909834746995042,0.013989843484720791,0.020520266348842044,0.03260609592012166,0.06091182371573342,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,45.0,0.0051631442683498854,0.00017031187924754037,0.014034597891757877,0.020521816018795047,0.033274012931316044,0.06226585817958237,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,46.0,0.005169650507349295,0.00017124352564394963,0.014070139018932486,0.020801250593916208,0.032947852535545434,0.06030493442440504,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,47.0,0.005157324709412642,0.00017149047552943048,0.014074390703961171,0.02041010930742032,0.03280214334490791,0.0625182426277097,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,48.0,0.005158643683957668,0.00017021104045398738,0.014029349418701629,0.02076743770006663,0.03349165898307198,0.06093094829577233,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,49.0,0.0051599015352721996,0.0001729827100230659,0.01412824454335252,0.02057737687215822,0.0326306024934333,0.061429418807517996,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,50.0,0.00515064332065251,0.00017182934537310143,0.01408397926687212,0.020559581317176563,0.032912297734167456,0.05911676132143019,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,51.0,0.005192717867912268,0.00017724350752684943,0.014290130383680365,0.02055032040842311,0.033436892697889735,0.06283021253199114,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,52.0,0.005189468618284069,0.00017748964396775837,0.01429756022921091,0.020831025408133565,0.032735075575717906,0.06159522038248064,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,53.0,0.005227657508244476,0.00018063457669718465,0.014420921597480846,0.020618568963469974,0.033154418373089675,0.06431077918621839,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,54.0,0.005208701965851088,0.00017998902510258107,0.014391650401244538,0.020859624771429105,0.03337154933932179,0.06399274875079485,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,55.0,0.005220818503447979,0.00018119990132546297,0.014438034740622,0.02072446680040128,0.033607634218548,0.06144017380291146,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,56.0,0.0052206418583146666,0.00018249179423331105,0.01448264118336494,0.0209443588522168,0.03287506304028436,0.0622271872660041,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,57.0,0.005222102986995138,0.00018329782817302817,0.014510967844351793,0.020773500809041903,0.03342587741463486,0.061969826948074805,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,58.0,0.005231599462195085,0.00018377153532210349,0.014530697445578562,0.021179907683668918,0.032765077077083836,0.06407463656594696,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,59.0,0.005233746923392451,0.00018410979069188887,0.014543104811215823,0.020908089409453413,0.033022065829567605,0.06373020695673105,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,60.0,0.0052263898461164405,0.0001826544520170649,0.014490327906595279,0.020535561671514116,0.033533417215044894,0.06313120229898632,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,61.0,0.005255761898395957,0.00018809804699442006,0.014687446344652659,0.020698057290413834,0.03316785514677427,0.061379023378755095,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,62.0,0.005224928018127638,0.000184372106255461,0.014548951132300782,0.02005694371336833,0.03265033961368668,0.06318283244097364,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,63.0,0.005263750788516608,0.00018756104294321134,0.014672018106137294,0.020777419827460376,0.033923053611536864,0.06447680890929196,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,64.0,0.005291062593974299,0.00019178770692683007,0.014825081797419672,0.02067991180198564,0.03339834131652023,0.06429484644144373,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,65.0,0.005288214337138999,0.00018966809378455455,0.014752399962720542,0.020916932091839306,0.033573213758630586,0.06370968004627392,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,66.0,0.0052800961044826965,0.00019297667871931163,0.014861227862861297,0.020314496222785663,0.034201701272207015,0.06400994102594822,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,67.0,0.005281256699620306,0.00019392105161994319,0.014893378526957124,0.02056122368390613,0.03322566035620135,0.06397524659334752,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,68.0,0.005309543186084513,0.0001944613265628948,0.014921547352998995,0.020256058879991323,0.034116044006344756,0.06479894697532686,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,69.0,0.005311888183276513,0.00019392964076138847,0.014904556244082583,0.0208029395418181,0.03375145289316796,0.06572142079299412,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,70.0,0.0052915623988402894,0.00019524544239632916,0.014941421452363546,0.020335748865969963,0.03383288401534228,0.06534732980623362,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,71.0,0.005322876432214415,0.00019732568913232858,0.015021940708342322,0.020096110389093765,0.03454973381087424,0.06591701933254754,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,72.0,0.005327087501958842,0.0001974268877205386,0.01502680102264167,0.02078219106032516,0.035332687411362404,0.06586865125681553,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,73.0,0.005354306675073135,0.00020105669258805981,0.015156691346029072,0.02056609543833091,0.034988551241606755,0.064460146696734,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,74.0,0.005359299742278475,0.0002002314210633351,0.015131209957928719,0.021041165202071464,0.035153474991131944,0.06737874305490657,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,75.0,0.005363647954659316,0.00020427076388086378,0.015265630784949073,0.020918677356629,0.034266840860112585,0.06645939975533555,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,76.0,0.0053376113039589135,0.00020127830780975446,0.015158113413017612,0.02056335171997686,0.03454604558167843,0.06459817570151723,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,77.0,0.005363871341731563,0.00020625644885657147,0.015330608749401332,0.020701684985040315,0.034261032966112444,0.06603563301696448,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,78.0,0.005364066696621736,0.00020312727798361654,0.01522827926948488,0.02139076581195777,0.03506178456485045,0.06740753375860288,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,79.0,0.005384613448922184,0.00020714046876570296,0.015366669475199128,0.020475685522493726,0.034535648619466654,0.06719226116355745,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,80.0,0.0053479720391230706,0.00020040676824858593,0.015132996173257566,0.020513538398899113,0.03465625519713359,0.06471869874384573,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,81.0,0.005363726758448437,0.00020425665711827493,0.015265196423812263,0.020050673205162114,0.034894676330992365,0.06645205787883167,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,82.0,0.00541803170118471,0.00021060630395764444,0.015490686604301532,0.020243276586465523,0.03485964342797327,0.0686441677387192,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,83.0,0.0054034865831096585,0.00020747519347531892,0.015384175659721422,0.02047886110160175,0.0353044679150552,0.06735406083897105,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,84.0,0.005433393385647004,0.00021302682687570956,0.015573971573073522,0.020123009101999285,0.034993877735473175,0.0666607707194571,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,85.0,0.005423439937065639,0.00021330076744789913,0.01557929613939146,0.020149993805872738,0.034868343859467896,0.06883912553406452,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,86.0,0.005418894426880001,0.00021272621198875657,0.0155592618333399,0.019952562575089323,0.03505816899571669,0.07026193378423001,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,87.0,0.005411484578700084,0.0002088857417021918,0.015432754357136013,0.020358810082245035,0.03562708944069036,0.07055022506237756,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,88.0,0.005427779971786394,0.0002159834508978432,0.015666660343543824,0.02004597396325973,0.035199353622158334,0.0693762818660674,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,89.0,0.005433030630494243,0.00021857572476297456,0.015750985575349347,0.02051065376543265,0.03470534037133328,0.07012781823006302,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,90.0,0.005437276201156287,0.00021765832726246333,0.015723304352143155,0.020591204482717063,0.035127969640632535,0.06806945154073113,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,91.0,0.005460416149105582,0.00021809449263287783,0.015745178219197485,0.020674523882400056,0.03539509888716785,0.06733549334981002,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,92.0,0.005456186002909837,0.00022267022519019107,0.015888366526755994,0.02040001361894568,0.03538677706718518,0.07018752995355179,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,93.0,0.005457905115274759,0.00022144933821629351,0.015850491048028634,0.020537096492905298,0.03524436245147592,0.07103926943925264,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,94.0,0.005452112692880032,0.00021534199501943512,0.015654632791455014,0.0209951934181042,0.035020847492053975,0.06733035126389306,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,95.0,0.005465750348472159,0.0002238430079921334,0.015928510126937703,0.019925745961015952,0.0346444782038792,0.06895148755294438,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,96.0,0.005478807909359985,0.00022478103584462755,0.015962404955153,0.020547212670553597,0.03488726462088152,0.06845335585243775,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,97.0,0.005484400303370842,0.0002251254447569337,0.015975108495548562,0.02021583234229041,0.035052202103169616,0.06856945475450246,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,98.0,0.005509303444141403,0.00022774169765886408,0.016065308029990972,0.02075385110885552,0.0351676689748806,0.06758368379069665,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,99.0,0.005536039517165423,0.00023284597043833814,0.016232489149047822,0.02072328341645869,0.035678343653509054,0.07210465167376791,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,100.0,0.0054969218611516865,0.0002294419488844298,0.016113910103759333,0.02049438595142055,0.03443956906412161,0.06857212027676418,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,101.0,0.00552525594317349,0.0002336918637202731,0.016254855181078887,0.020390197195464154,0.03520621389316053,0.07376441745089052,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,102.0,0.00550050788208431,0.00023138408668203658,0.016175279708336057,0.020497005638103964,0.0346631862499672,0.07188600146519218,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,103.0,0.005542519617291762,0.00023884159929425395,0.016418316692106957,0.020724801350355315,0.03505560788715461,0.06929870801620801,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,104.0,0.005535713948808778,0.00023559985434223058,0.01631698450281996,0.02116704656388883,0.034617806166131554,0.06969219657500314,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,105.0,0.005530860662413046,0.00023494222290231065,0.016295172370040727,0.02041438962897862,0.03589830459762392,0.07010384579234841,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,106.0,0.005531522916478615,0.00023678392348711147,0.01635180935745765,0.020630207648651554,0.03491667068185987,0.06785897798572134,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,107.0,0.005557575210804287,0.00023915739365328354,0.016433016639589636,0.02078758499370923,0.034988493340250754,0.06857849607205137,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,108.0,0.0055526319528702624,0.0002385578281786289,0.016413090805289073,0.02076962804227707,0.03504962953968446,0.06945568227718002,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,109.0,0.005561570299774418,0.0002410992334201362,0.016493341008403033,0.0205163280167409,0.0345015016040847,0.06851720512124271,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,110.0,0.005525810106422097,0.00023717838431982683,0.01636193636621483,0.020593812515284894,0.034546674554189305,0.0665266552846908,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,111.0,0.005563362049442038,0.00024410161453570736,0.01658471018223952,0.02079485630739329,0.0345844779874575,0.06706199425406671,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,112.0,0.005556604154982202,0.00024295071561875652,0.01654770574290956,0.02081297939325885,0.03527450896569116,0.06947961397317386,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,113.0,0.0055667072094083845,0.00024317227166080718,0.016557792751936667,0.020578325395846038,0.03502277226139054,0.0688797204430892,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,114.0,0.005556641044482457,0.00024415795966831693,0.01658415567237428,0.020592301348895333,0.035036620748150164,0.06678481118280913,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,115.0,0.005587574001384958,0.0002486927490113833,0.016730622589501455,0.02098954039265275,0.034664210098474826,0.06665371208183704,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,116.0,0.00561487123645776,0.0002526920012625117,0.01685878940684984,0.020410949310453144,0.0357942781852681,0.06629107129754458,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,117.0,0.005597481150951369,0.0002519642805938591,0.01683140148143092,0.020824590308609905,0.03485627803884335,0.06658697618361785,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,118.0,0.005609406090514447,0.0002527979760059941,0.01686011306884668,0.021097923586944973,0.034965988869754286,0.06652181650484248,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,119.0,0.005653396350905127,0.0002572306768735694,0.01700563339526043,0.020904476652169667,0.03524764244791356,0.06718244227968366,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,120.0,0.005614935773196086,0.0002520721508990661,0.016840417294003828,0.02129526472367048,0.0352966111203043,0.06537280265980383,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,121.0,0.005643009985097842,0.0002561094841008314,0.016969179290488544,0.020613985894464643,0.03518559426202727,0.06648972245063484,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,122.0,0.005667123896847711,0.00026069091515477363,0.017111610339678614,0.02112533863517963,0.03568727904647365,0.06635030766537753,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,123.0,0.005679757813724584,0.00025987476014157436,0.01709193988300157,0.02122372378864086,0.03549572557609073,0.06623826861286813,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,124.0,0.0056735898991562015,0.0002577332317585056,0.0170271211337182,0.021402587938027292,0.03530950783913373,0.06847767218028541,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,125.0,0.0056915053876851794,0.000262660618402197,0.0171771316575337,0.020943178776150626,0.03575697248152048,0.06863309867126349,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,126.0,0.005688033239782434,0.0002628091949515235,0.0171803060825002,0.02132122204897738,0.034737998280236014,0.06613726988782076,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,127.0,0.005663365970698338,0.0002574474021901561,0.017015320047187477,0.02149445235890168,0.03550652141774675,0.06977027730158472,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,128.0,0.005696354780999481,0.00026380885770846245,0.01721212698940715,0.021367015468318783,0.03603004732619849,0.06758403869749281,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,129.0,0.0057076777305890575,0.00026611140663086583,0.017282621089034153,0.0211596465984121,0.03652699441017661,0.06751153565299972,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,130.0,0.005721666978058569,0.0002685867288184054,0.017358692399665688,0.021004028102799138,0.036124009194677655,0.06941967352753146,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,131.0,0.005732761881735715,0.0002670752831196546,0.01731877137421522,0.021464089006398006,0.03586712707785989,0.06989420905901447,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,132.0,0.005733234779973019,0.0002703735826842723,0.017413889965385808,0.021800792819677686,0.035602244087574605,0.07014700445705647,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,133.0,0.00573591202673898,0.0002696116789073966,0.017392882615768022,0.021780867041566933,0.03606975534972084,0.06850044272750244,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,134.0,0.00576568111791748,0.0002725870754504299,0.017488000291741194,0.02146815264017615,0.03673985389256372,0.07172828880165243,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,135.0,0.00577870687448791,0.0002774998755667645,0.01763216744215011,0.02189744620378792,0.03610014285111823,0.07205762858439034,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,136.0,0.005796137957554969,0.00027657059070171846,0.01761152480408008,0.02164673373262871,0.03564278180165301,0.07186097559235176,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,137.0,0.005799542089158961,0.00027985578273385627,0.017705662121981842,0.021749697621702202,0.035829616415348445,0.07112994968694158,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,138.0,0.005795300794972909,0.000276734150446662,0.017615892306405475,0.021732834639133992,0.03652022670570421,0.07038850308039901,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,139.0,0.005820491724918912,0.00028454187468786383,0.017844326790543635,0.021815031062332475,0.036074823352968494,0.07135594972362828,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,140.0,0.005807704574225991,0.00027978374139657545,0.01770630322280913,0.02196773128240454,0.03640151519309835,0.071607469707336,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,141.0,0.005817217910272138,0.00028441330421526004,0.017839656062571693,0.02162365069337529,0.03648471782993546,0.07573752149687302,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,142.0,0.005828439858323415,0.00027930423354025936,0.017699574704561474,0.021741551533121663,0.036857426729409164,0.07575551065036101,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,143.0,0.005860604381089037,0.0002901667087700852,0.018014255257482206,0.021976873209047676,0.03583171411369608,0.07714230076089382,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,144.0,0.005823380276386285,0.00028531373808850474,0.017866882658480455,0.02153145547082719,0.03614659676005755,0.07986536684358525,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,145.0,0.0058308522483061015,0.00028893784396362063,0.01797043911275395,0.0217906431549187,0.03675861760511344,0.07826690370842007,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,146.0,0.005848673784814346,0.00028914524869487257,0.01798199749015796,0.021133479398773566,0.03593787152353693,0.07876820562649747,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,147.0,0.005859346919320693,0.0002910042765532763,0.018037079111492226,0.02122167757115901,0.03565280949210955,0.08058483703717198,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,148.0,0.005868839629042004,0.00029260006123988714,0.01808433962939485,0.0213730364314742,0.03721070377859441,0.07886337084106378,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,149.0,0.005914513480410072,0.0003002589861123137,0.018309572791910415,0.021522829299755585,0.03695836844858155,0.07806812436601063,0.0,1.0,1024
density_sweep,0.25,500.0,0.0,150.0,0.0059006538603056605,0.00029555183369940944,0.018176070798677845,0.021216874496310656,0.03672965249002344,0.08000327688821496,0.0,1.0,1024
density_sweep,0.5,500.0,0.0,2.0,0.01193129301917063,0.0010317882544227874,0.03426578479375742,0.03527090992930883,0.061152632318110065,0.16854808247182954,0.0,1.0,1024
density_sweep,0.5,500.0,0.0,3.0,0.010832996849219187,0.0007650249495549093,0.029704861054886324,0.034661821054762926,0.05346047090080165,0.13095725978265643,0.0,1.0,1024
density_sweep,0.5,500.0,0.0,4.0,0.01020302699122276,0.0006065707160296266,0.026658440986172594,0.03297389999091156,0.0498751480674257,0.11757105761408207,0.0,1.0,1024
density_sweep,0.5,500.0,0.0,5.0,0.009839990061907002,0.0005423239901163148,0.02528140412506282,0.03240311006340084,0.045633983710749906,0.10550858731541699,0.0,1.0,1024
density_sweep,0.5,500.0,0.0,6.0,0.009504328795262506,0.0004753088562840047,0.02378321092982318,0.030602835325956257,0.04463562454431936,0.10062038863644233,0.0,1.0,1024
density_sweep,0.5,500.0,0.0,7.0,0.009329144621847883,0.0004419334142030781,0.022999268544421827,0.030527504746415905,0.04420339152714523,0.09292357799277667,0.0,1.0,1024
density_sweep,0.5,500.0,0.0,8.0,0.0091264215236665,0.00040821900522297107,0.02217003777738356,0.02964262502729463,0.04238953697011388,0.09161291450879167,0.0,1.0,1024
